id,school,stratum,gender,age,bullied,escs,skip_sch,CM033Q01S,CM474Q01S,CM155Q01S,CM155Q04S,CM411Q01S,CM411Q02S,CM803Q01S,CM442Q02S,CM034Q01S,CM305Q01S,CM496Q01S,CM496Q02S,CM423Q01S,CM192Q01S,CM603Q01S,CM571Q01S,CM564Q01S,CM564Q02S,CM447Q01S,CM273Q01S,CM408Q01S,CM420Q01S,CM446Q01S,CM559Q01S,CM828Q03S,CM464Q01S,CM800Q01S,CM982Q01S,CM982Q02S,CM982Q03S,CM982Q04S,CM992Q01S,CM992Q02S,CM915Q01S,CM915Q02S,CM906Q01S,CM909Q01S,CM909Q02S,CM909Q03S,CM949Q01S,CM949Q02S,CM00GQ01S,CM955Q03S,CM905Q01S,CM919Q01S,CM919Q02S,CM954Q01S,CM954Q04S,CM943Q01S,CM943Q02S,CM953Q03S,CM948Q01S,CM948Q02S,CM948Q03S,CM936Q01S,CM939Q02S,CM967Q01S,CM967Q03S
9605903,9600021,BRN02,2,16.17,1.1058,-1.4958,0,,1,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,0,1,,0,,,,,,,,,,,,,,,
9605916,9600021,BRN02,2,15.5,1.6786,-0.5679,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9605972,9600021,BRN02,2,16.08,1.4081,-0.7196,0,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,0,0,,,1,,,,,,,,,,,,,,,,,,,,,,
9605984,9600021,BRN02,2,15.67,0.8222,-0.8483,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
9606112,9600021,BRN02,1,15.92,1.7773,-0.5939,0,,1,,,0,0,,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,,
9600023,9600022,BRN02,1,15.83,1.2758,-1.2172,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,,,,,,,,,0,,,,,,,,,,1,1,0,,,,
9600108,9600022,BRN02,2,15.5,-0.1325,-1.8701,0,1,,,,,,,,,1,,,,,,,,,,,,0,,,,,,,,,,,,,,0,1,0,0,0,0,,0,,,,,,,,,,,,,,,
9600125,9600022,BRN02,2,15.5,-0.3264,-1.7935,0,,,,,,,,,,,0,1,1,0,,,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9600135,9600022,BRN02,1,15.83,-1.228,-0.1891,0,,,,,,,,0,,,0,1,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,0,,,,1,0,,,0,0,,,,,,,,
9600152,9600022,BRN02,2,16,0.837,0.3002,0,,,,,,,,,,,,,,,1,,,,1,0,,,,,0,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
9600167,9600022,BRN02,2,16.25,,0.3643,1,,,,0,,,,,,,,,,,,,,,,1,,,,,,0,,0,0,0,0,,,,,0,,,,,,,,,,,0,0,,,,,,,,,,
9600264,9600022,BRN02,1,15.33,-1.228,-0.4122,0,,,,,,,0,0,,,,,,,,,,,,0,,,,,,1,,,,,,,,,,1,,,,,,,,,1,0,1,0,,,,,,,,,,
9600310,9600022,BRN02,2,15.67,0.8222,-1.2511,0,1,,,,,,,,,1,,,1,0,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,1,,,,,,,
9600319,9600022,BRN02,2,16,-1.228,-0.664,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,0,1,1,,,,,,,,,,,,,,,,,1,1,1,1,,,
9600330,9600022,BRN02,2,15.75,-1.228,-0.5065,0,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,1,,1,0,0,,,,,,,,,,,,,,,,,,0,0
9600374,9600022,BRN02,2,16.25,0.7179,-0.5025,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,
9600385,9600022,BRN02,2,15.92,-1.228,0.5686,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9600406,9600022,BRN02,2,15.33,0.1621,-0.539,0,,,0,1,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
9600452,9600022,BRN02,2,16.08,-1.228,-1.7974,0,,,,,,,,,,,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
9600460,9600022,BRN02,2,15.83,0.3447,0.2794,0,,,1,1,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,
9600464,9600022,BRN02,2,15.42,1.2807,-1.4699,0,,,,,,,,,1,0,,,,,,,,,,,,,,,,,1,,,,,1,0,,,,,,,,,,,,,,,,,,,1,1,0,1,,,
9600480,9600022,BRN02,1,16.08,-1.228,-1.5821,0,,,,,,,0,0,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,0,,,,,,,,,1,0,1,0,,,,,,,,,,
9600513,9600022,BRN02,1,15.67,-1.228,-0.4471,0,,,,,1,0,,,,,,,,,1,,1,0,1,,,,,,,,1,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
9600717,9600022,BRN02,2,16.17,1.1469,0.4759,1,,,,,,,,,,,,,,,,,,,,,0,,,0,0,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
9600823,9600022,BRN02,2,15.75,-0.1325,-0.346,0,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,0,,,,,,,,1,1,0
9600896,9600022,BRN02,1,15.83,-1.228,-1.6155,0,1,,,,0,1,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,1,1,,,,,,,,,,,,
9600933,9600022,BRN02,1,16.17,0.9615,-0.4261,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,1,,,,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,
9600949,9600022,BRN02,2,15.83,1.9446,-0.2126,1,,,,0,,,,,,,,,0,,,,,,,,,,,,,,1,0,0,1,0,,,,,0,,,,,,,,,,,,,,,0,,,,,,,
9600977,9600022,BRN02,1,15.83,-0.1879,-1.039,0,,,,,,,,,,,,,,,0,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
9601012,9600022,BRN02,2,15.58,0.1902,-0.2294,0,,,0,0,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
9601013,9600022,BRN02,2,15.42,-1.228,0.373,0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,1,1,1,1,,,,
9601038,9600022,BRN02,2,16,0.7179,1.316,1,,0,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
9601093,9600022,BRN02,2,15.33,-1.228,1.2784,0,0,,,,,,,,,,0,0,0,,,,,,1,,,,,1,,,,,,,,,,0,1,,1,1,0,,,,,,,,,,,,,,,,,,0,0
9601252,9600022,BRN02,1,15.42,0.3447,-0.5748,0,,,,,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
9601285,9600022,BRN02,2,15.5,0.6043,1.1098,0,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,,
9601348,9600022,BRN02,2,15.5,0.904,-0.1202,0,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,1,0,1,0,,,,,1,,,,1,0,,,,1,0,,,,,,,,,,,,
9601365,9600022,BRN02,2,15.75,1.9665,0.737,0,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,,0,,,,,,,,,,,,,,,
9601393,9600022,BRN02,2,15.58,-0.5168,1.6247,0,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,0,1,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,
9601416,9600022,BRN02,2,15.5,0.2289,1.53,0,,,,,,,0,,,,,,,,,,,,0,,,,,1,0,,,,,,,1,1,,,,,,,,,,,,1,0,,,,,,,,,,,,
9601427,9600022,BRN02,2,15.67,1.4508,0.79990000000000006,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
9601504,9600022,BRN02,2,15.42,0.4452,-0.3873,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,1,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,
9601536,9600022,BRN02,1,15.5,-1.228,-0.6407,0,,,,,,,,,1,1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,
9601543,9600022,BRN02,1,15.75,-0.391,-0.119,1,1,,,,,,,,,,0,0,1,,,,,,0,,,,,1,,,,,,,,,,0,0,,1,1,0,,,,,,,,,,,,,,,,,,0,0
9601608,9600022,BRN02,1,15.83,-1.228,-0.0748,0,,,,,,,,,0,,,,0,,0,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
9601650,9600022,BRN02,2,15.58,1.2259,-1.2578,0,,,0,0,,,,,,,,,,,,,,,,1,,,,,,0,,1,1,1,1,,,,,0,,,,,,,,,,,1,0,,,,,,,,,,
9601732,9600022,BRN02,1,16.25,-1.228,0.5988,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9601767,9600022,BRN02,2,16.08,0.7179,-1.7551,0,,,,,,,,,,,,,,,,,,,,,0,,1,1,,,,1,1,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,
9601809,9600022,BRN02,1,16,1.7903,-0.615,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,1,1,0,0,0,0,,,0,,,,,,,0,,,,,,,,,,,,,,,
9601847,9600022,BRN02,2,16,1.5491,0.0564,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,0,,,,,,,,,1,0,0,,,,
9601875,9600022,BRN02,1,15.42,0.9334,-0.8578,0,,,,,,,,,0,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,,,
9601919,9600022,BRN02,2,16.17,-0.1325,0.3457,0,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9601936,9600022,BRN02,2,15.5,0.7179,0.7992,0,,,,,,,0,1,,,,,,,,,,,,,0,,,,,,1,,,,,,,,,1,,,,,,0,,,,,,,,,,,,,,,,
9601981,9600022,BRN02,2,15.58,0.6302,-0.0115,0,,,,,,,0,,,,,,,,,,,,0,,,,,0,0,,,,,,,1,0,,,,,,,,,,,,1,0,,,,,,,,,,,,
9601998,9600022,BRN02,1,16.08,-1.228,-1.1553,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9602100,9600022,BRN02,2,15.5,-1.228,-1.3565,1,,0,1,1,0,1,,,,,,,,,,,1,0,,,,,,1,1,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
9602160,9600022,BRN02,2,15.33,-1.228,-1.4986,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,0,0,1,0,0,0,,,1,,,,,,,0,,,,,,,,,,,,,,,
9602166,9600022,BRN02,1,16.25,1.7712,-0.4693,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,0,,,,,,,,,1,1,0,,,,
9602196,9600022,BRN02,2,15.92,0.7179,-0.402,1,,,0,0,,,,,,,,,,,,,,,,1,,,,,,,,0,0,0,1,,,,,1,,,,,,,,,,,0,0,,,,,,,,,,
9602227,9600022,BRN02,2,16,-1.228,-0.1091,0,,,,,,,,,0,0,,,0,0,,,1,0,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,
9602267,9600022,BRN02,2,15.33,2.4099,-1.8697,1,,,,,,,,,,,,,,,,0,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,
9602371,9600022,BRN02,1,16.25,0.9364,1.2348,1,,,,,,,0,,,,,,,,,,,,1,,,,,0,1,,,,,,,1,0,,,,,,,,,,,,1,0,,,,,,,,,,,,
9602391,9600022,BRN02,2,15.42,-1.228,-1.9135,0,,,,,,,,,,,0,0,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
9602475,9600022,BRN02,1,16.17,0.5381,-0.7726,0,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,1,1,,,,,,,,,,,,,,,,1,0,,,,1,1,0,,,,
9602534,9600022,BRN02,2,15.42,0.2289,0.0156,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,1,,,
9602570,9600022,BRN02,2,15.33,-1.228,-0.8729,0,,0,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
9602671,9600022,BRN02,2,15.58,1.294,-1.1768,0,0,,,,,,0,,,,,,,0,,,,,,,,,,,0,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
9602681,9600022,BRN02,2,15.5,1.5657,-1.3416,0,1,,,,,,,,,0,,,1,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,1,,,,,,,
9602769,9600022,BRN02,2,15.83,1.1197,-0.5992,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1,,,,,,,
9602782,9600022,BRN02,2,16.08,3.6237,0.5858,1,,,,,,,,,,,0,0,,,,,,,0,,,,,1,,,,,,,,,,,,,,,,0,1,,0,,,,,,,,,,,,,,,
9602791,9600022,BRN02,1,15.75,1.1599,-0.9049,,,,1,1,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9602840,9600022,BRN02,2,16.17,1.416,-1.6483,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,0,0,,,,,0,,,,,,,,,,,,,,
9602911,9600022,BRN02,2,15.42,0.7179,-0.8266,0,1,,,,,,,,,,,,,,,1,,,,0,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,1,1,0,0
9602923,9600022,BRN02,2,15.75,-1.228,-1.0018,0,,,1,1,,,,,,,,,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9602956,9600022,BRN02,1,15.67,-1.228,0.8584,0,,1,,,,,,,0,1,,,,,,0,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0
9603008,9600022,BRN02,1,15.75,0.9542,0.0836,0,,,,,,,,,,,,,,,,,,,,,0,,,0,0,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
9603043,9600022,BRN02,2,15.75,0.6415,-1.013,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9603054,9600022,BRN02,2,15.75,1.6944,-0.5426,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9603122,9600022,BRN02,2,15.83,0.9334,-0.7683,0,,,,,,,,,0,1,,,0,0,,,0,0,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1,1,0,,,,
9603152,9600022,BRN02,2,15.67,1.503,-0.8758,1,,,,,,,,0,,,,,,,,,,,,1,,0,,,,0,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,
9603184,9600022,BRN02,2,16.17,0.8337,-0.1302,0,1,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,1,,,,,,,,,,,,,,
9603212,9600022,BRN02,2,16,1.3849,0.5695,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9603324,9600022,BRN02,2,15.83,0.9271,-0.7409,0,,,,,,,,,,,,,,,,0,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,
9603341,9600022,BRN02,1,15.58,0.2988,-0.5288,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9603390,9600022,BRN02,2,16.17,-1.228,0.5951,0,,,,,,,,,,,,,,,,,,,,,0,,,1,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
9603459,9600022,BRN02,2,16.08,1.3478,-0.0857,0,,,,,,,,,,,0,1,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,1,0,,0,,,,,,,,,,,,,,,
9603473,9600022,BRN02,1,16.17,-0.267,0.5465,0,,,,,,,,,,,,,,,,,,,,0,,,1,,0,,,,,,,1,0,,,,,,,,,,0,,,,,,,,,,,,,1,,
9603514,9600022,BRN02,2,15.67,0.8647,-1.0669,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,
9603529,9600022,BRN02,1,15.92,-1.228,-1.5311,0,0,,,,,,,,,1,,,1,0,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,
9603565,9600022,BRN02,1,15.5,0.299,1.0935,0,1,,,,,,,,,0,,,1,0,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,1,,,,,,,
9603596,9600022,BRN02,1,16,,-0.4892,0,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,0,0,0,0,,,,,0,,,,1,0,,,,,,,,,,,,,,,,,
9603676,9600022,BRN02,2,16.25,1.0552,-0.6913,0,,,,,,,,,,,1,0,1,1,,,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9603679,9600022,BRN02,1,15.58,-1.228,-0.1514,0,,,0,1,,,,,,,,,,,,,,,,0,,0,,,,0,,0,0,1,0,,,,,1,,,,,,,,,,,,,,,0,,,,,,,
9603747,9600022,BRN02,2,16.08,0.0261,-0.5206,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9603749,9600022,BRN02,2,16.17,0.6364,-1.3068,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,1,,,
9603751,9600022,BRN02,2,16.08,-1.228,-0.2729,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,0,,
9603835,9600022,BRN02,2,16.08,-1.228,-1.3875,0,1,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,0,0,0,0
9603852,9600022,BRN02,2,15.33,0.8222,0.8229,0,1,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,,
9603865,9600022,BRN02,2,15.83,,,,0,,,,,,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9604052,9600022,BRN02,2,15.75,-1.228,0.2967,0,,,,,1,0,,,,1,,,,,,,0,1,0,,,,,,1,,,,,,,,,,,,,,,,,,0,,,,,,,,,1,1,0,,,,
9604057,9600022,BRN02,2,15.83,1.2365,-0.4265,0,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,1,,,
9604067,9600022,BRN02,2,15.42,0.9797,-2.4278,0,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,1,,0,0,0,,,,,,,,,,,,,,,,,,0,0
9604075,9600022,BRN02,2,16.08,0.475,-0.7071,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,
9604079,9600022,BRN02,2,15.33,0.3447,-0.4016,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,
9604090,9600022,BRN02,2,16.17,-0.1325,-0.2449,1,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,1,0,0,,,,,,,,,,,,,,,,1,,,,,1,0,,,,,
9604243,9600022,BRN02,2,16.08,-1.228,0.1654,0,,0,,,1,0,,,1,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,
9604251,9600022,BRN02,2,15.67,-1.228,-1.2622,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9604256,9600022,BRN02,2,16,1.2956,0.0395,0,,,,,,,,,,,,,,,,,,,,,,,0,,0,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,
9604258,9600022,BRN02,1,15.42,1.2688,-0.9247,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,0,0,,,,
9604270,9600022,BRN02,1,15.92,0.6266,-1.6508,0,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,1,0,,,,,,,,,,0,,,,,,,,,,,,,0,,
9604330,9600022,BRN02,1,15.5,-1.228,-0.5179,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,
9604361,9600022,BRN02,2,15.5,1.1008,-0.4254,1,1,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,0,1,0,0,0,0,,0,,,,,,,,,,,,,,,
9604426,9600022,BRN02,2,15.75,-0.1325,-0.476,0,,,,,,,,,0,,,,,,,,,,1,,0,,,,0,,1,,,,,,,,,,0,0,0,,,,,,1,0,,,,,,,,,,,,
9604441,9600022,BRN02,2,15.42,-1.228,-0.9702,0,,,,,,,,,,,,,,,,,,,,0,,0,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,1,,,,,,,
9604446,9600022,BRN02,1,15.58,-0.391,-0.5178,0,,,,,,,,,,,0,0,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
9604541,9600022,BRN02,1,15.5,1.0854,-0.4402,0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9604544,9600022,BRN02,2,15.67,1.3577,-0.0542,1,,,1,1,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,1,0,,,,1,1,0,,,,,,,,,,0,0,,,,,,,,
9604547,9600022,BRN02,2,15.83,-1.228,-0.9616,1,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,0,0,0,0,,,,,0,,,,0,1,,,,0,0,,,,,,,,,,,,
9604594,9600022,BRN02,2,15.83,0.2289,0.2899,0,,,,,,,,,0,0,,,,,,,,,,0,,1,1,,,0,,1,1,1,1,,,,,1,,,,,,,,,,,,,,,1,1,0,0,,,,
9604598,9600022,BRN02,1,15.92,-0.1325,-0.1281,0,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,
9604701,9600022,BRN02,2,16,-0.1325,0.2029,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,0,,0,0,0,0,,0,0
9604825,9600022,BRN02,1,15.5,0.2988,0.166,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9605133,9600022,BRN02,2,15.75,1.0877,-1.6853,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
9605137,9600022,BRN02,2,15.58,-0.1325,-0.7724,0,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,
9605149,9600022,BRN02,2,15.33,0.7179,0.3118,0,,,,,,,0,1,,,,,,,,,,,,,0,,,,0,,,1,1,1,0,1,1,,,,,,,,,0,,,,,,,,,,,,,,,,
9605271,9600022,BRN02,1,15.58,0.8171,0.4107,0,,,,,,,,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,0,0,,,,,,,,
9605299,9600022,BRN02,2,16,-1.228,-0.3493,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,0,,,
9605404,9600022,BRN02,1,15.75,0.909,0.4246,0,,,,,,,,,,,,,,,,1,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,1,0,,,,,,,,,,
9605411,9600022,BRN02,2,16.17,-0.4588,-0.0087,0,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,1,0,,,,1,0,0,,,,,,,,,,0,0,,,,,,,,
9605470,9600022,BRN02,1,16.25,-0.1325,-2.2039,0,,,,,,,0,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,1,0,0,,,0,0
9605585,9600022,BRN02,1,16.17,0.7179,-0.7756,0,,,,,,,,0,,,,,1,,0,,,,,,,,,,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,
9605630,9600022,BRN02,2,15.92,1.3924,-2.9137,0,,,,,,,,,,,,,,,,,,,,1,,0,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,1,,,,,,,
9605670,9600022,BRN02,2,16.17,-0.1325,-1.0547,0,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1,0,,
9605750,9600022,BRN02,2,16.25,0.7179,0.2887,0,,,,,,,0,,,,,,,,,,,,,,0,,,,,,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
9605768,9600022,BRN02,2,16.17,0.3367,-0.2676,0,1,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,1,0,,,1,,,,,,,,,,,,,,
9605792,9600022,BRN02,2,15.33,0.2988,0.2012,0,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,1,0,0,,,,
9605794,9600022,BRN02,2,15.75,-1.228,0.9912,0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9605846,9600022,BRN02,1,15.83,1.9885,-2.0871,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,
9605877,9600022,BRN02,2,15.42,0.2988,-0.0773,0,,,,,,,0,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,1,1,0,,,1,0
9605934,9600022,BRN02,2,16.17,-1.228,0.5142,1,,0,,,,,,,,,,,0,,,0,0,0,0,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
9605935,9600022,BRN02,2,15.67,2.3722,-2.0776,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1,,,0,0,,,,,,,,,,
