id,school,stratum,gender,age,bullied,escs,skip_sch,CM033Q01S,CM474Q01S,CM155Q01S,CM155Q04S,CM411Q01S,CM411Q02S,CM803Q01S,CM442Q02S,CM034Q01S,CM305Q01S,CM496Q01S,CM496Q02S,CM423Q01S,CM192Q01S,CM603Q01S,CM571Q01S,CM564Q01S,CM564Q02S,CM447Q01S,CM273Q01S,CM408Q01S,CM420Q01S,CM446Q01S,CM559Q01S,CM828Q03S,CM464Q01S,CM800Q01S,CM982Q01S,CM982Q02S,CM982Q03S,CM982Q04S,CM992Q01S,CM992Q02S,CM915Q01S,CM915Q02S,CM906Q01S,CM909Q01S,CM909Q02S,CM909Q03S,CM949Q01S,CM949Q02S,CM00GQ01S,CM955Q03S,CM905Q01S,CM919Q01S,CM919Q02S,CM954Q01S,CM954Q04S,CM943Q01S,CM943Q02S,CM953Q03S,CM948Q01S,CM948Q02S,CM948Q03S,CM936Q01S,CM939Q02S,CM967Q01S,CM967Q03S
9601103,9600016,BRN05,2,16,0.9253,0.2489,0,1,,,,,,,,,1,,,,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
9601124,9600016,BRN05,2,15.92,-1.228,-0.7254,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,,,,0,,,,,0,,,,,,,,,,1,0,1,,,,
9601151,9600016,BRN05,2,15.58,0.379,-0.1109,0,,1,,,0,1,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,
9601200,9600016,BRN05,2,16.17,1.2228,-0.3961,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,2,,,,,,,,,,,,,,,
9601204,9600016,BRN05,2,15.5,1.3108,1.3427,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,1,1,,1,,,
9601218,9600016,BRN05,2,16,-0.1325,0.8958,0,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9601246,9600016,BRN05,2,16.17,0.7179,-0.8576,0,1,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,1,1,0,0,,,,0,,,,,,,,,,,,,,,
9601290,9600016,BRN05,2,16.25,1.6321,-0.7242,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,1,,,
9601293,9600016,BRN05,2,16.17,0.7179,-1.2447,0,,0,,,1,0,,,,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,1,0,,,,,,,,0,,
9601316,9600016,BRN05,2,15.75,1.7919,0.9257,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,0,0,,,,,,,,,,
9601341,9600016,BRN05,2,15.58,2.2684,-0.192,0,,,,,,,,,,,,,,,,,,,,0,,0,,,,0,,,,,,,,,,,,,,,,,,1,,,,,,,0,,,,0,,,
9601382,9600016,BRN05,2,16.08,0.5335,0.0101,0,,,,,,,,,,1,,,,,1,1,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,1,,,,,,,,,,
9601386,9600016,BRN05,2,15.58,0.8222,-1.6011,0,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,1,0,0,,,,,,,,,,,,,,,,1,0,,,,0,1,0,,,,
9601405,9600016,BRN05,2,16.08,0.2289,0.5763,0,,,,,,,,,,0,,,,,,,,,0,,,,0,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,1,0,0,,,,
9601433,9600016,BRN05,2,15.5,-0.1325,1.1922,0,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9601444,9600016,BRN05,2,16,-1.228,-1.0353,0,1,,,,,,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
9601457,9600016,BRN05,2,15.67,0.2988,0.3065,0,,,,,,,0,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,,,,,,,,,,1,0,0,,,1,0
9601473,9600016,BRN05,2,15.33,-1.228,1.3198,0,,,,,,,,,0,,,,,,0,,,,,,,,1,0,0,,,,,,,1,0,,,,1,0,,,,,,,,,,,,,,,,,,,,
9601498,9600016,BRN05,2,15.58,-1.228,-0.2205,0,,,,,,,0,,,,,,,,,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,,,
9601535,9600016,BRN05,2,16.08,-1.228,0.2293,0,,,,,,,,0,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,
9601538,9600016,BRN05,2,15.33,-1.228,1.2355,0,,,,,,,,,0,1,,,,,,,,,,0,,0,0,,,0,,1,0,0,0,,,,,0,,,,,,,,,,,,,,,0,1,0,0,,,,
9601549,9600016,BRN05,2,15.67,1.4972,-0.7025,1,,,,,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
9601557,9600016,BRN05,2,15.67,1.15,0.7552,0,1,,,,,,,,,1,,,,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
9601559,9600016,BRN05,2,16.25,1.0692,0.0518,0,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,0,,,,,,,,1,1,0
9601571,9600016,BRN05,2,16,0.6302,-0.0118,0,,0,,,,,,,,,,,0,,,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
9601637,9600016,BRN05,2,16.17,-1.228,-0.9688,0,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
9601673,9600016,BRN05,2,15.83,0.379,-2.2352,0,,,1,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9601692,9600016,BRN05,2,15.92,1.2042,-1.1293,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9601694,9600016,BRN05,2,16.17,1.0878,0.5633,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,
9601764,9600016,BRN05,2,16.17,0.9244,-1.0746,0,,0,,,0,1,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,1,0
9601813,9600016,BRN05,2,15.83,0.6616,0.698,0,,,,,,,,,1,1,,,,,,,,,0,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,1,1,0,,,,
9601850,9600016,BRN05,2,15.5,0.7179,-1.4252,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
9601893,9600016,BRN05,2,16,-0.1325,0.7255,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9601909,9600016,BRN05,2,16,1.3706,-0.1462,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9601917,9600016,BRN05,2,15.33,0.6122,0.6307,0,1,,,,,,,,,,0,1,,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,1,0,,,,,,,,,,,,,,,,,
9601924,9600016,BRN05,2,15.75,0.9031,0.5942,0,,,1,0,,,,,,,,,,,,,,,,,,,,0,0,,,1,1,0,1,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,
9601947,9600016,BRN05,2,16.08,-1.228,-0.7895,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,0,,0,0,0,0,,0,0
9601954,9600016,BRN05,2,16.17,0.6616,-0.2432,0,,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
9601963,9600016,BRN05,2,16.08,2.0447,-0.7026,0,1,,,,,,,,,,,,1,0,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,
9601968,9600016,BRN05,2,16,0.8814,-0.7609,0,,1,1,1,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9601977,9600016,BRN05,2,16,1.2208,-0.8022,0,1,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,1,0,,,1,,,,,,,,,,,,,,
9601986,9600016,BRN05,2,16.17,1.6017,-0.1317,1,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9601999,9600016,BRN05,2,15.58,0.837,-0.2624,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9602003,9600016,BRN05,2,15.67,1.0805,0.9806,0,,1,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
9602045,9600016,BRN05,2,15.58,-1.228,-0.9833,0,0,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
9602051,9600016,BRN05,2,15.92,0.5685,0.7517,1,,0,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
9602078,9600016,BRN05,2,15.42,-1.228,1.1924,0,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9602089,9600016,BRN05,2,16.25,-1.228,1.3371,0,,1,,,0,0,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,
9602103,9600016,BRN05,2,16.08,-0.1325,-1.7641,0,,,,,,,,,,,0,1,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
9602125,9600016,BRN05,2,15.33,1.2107,0.6047,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,0,,,,,,,,,,
9602140,9600016,BRN05,2,16.17,-0.1325,-0.9367,0,,,,,,,,,,,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
9602176,9600016,BRN05,2,15.33,1.2234,-0.9624,0,,1,,,0,1,,,,,,,,,,,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,,
9602183,9600016,BRN05,2,15.92,1.9439,1.346,0,,,0,0,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,0,0,,,,,,,,
9602187,9600016,BRN05,2,15.75,-1.228,-0.4973,0,,,,,,,,,,,,,,,,,,,,0,,0,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,1,,,,,,,
9602188,9600016,BRN05,2,15.67,0.6616,0.8086,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,,
9602203,9600016,BRN05,2,15.42,1.6871,-0.1182,0,,,,,,,,,,,,,,,1,,,,0,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
9602269,9600016,BRN05,2,15.67,0.8834,-0.9829,0,,,,,,,,,1,1,,,,,,1,,,,0,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,,1,0
9602341,9600016,BRN05,2,15.42,-0.3264,0.8093,0,,,,,,,,,,,,,,,,,,,,1,,0,,,,0,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,1,,,
9602362,9600016,BRN05,2,15.83,0.9031,-1.2729,0,1,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,1,,,,,,,,,,,,,,1,0,,,,,,,,
9602386,9600016,BRN05,2,15.42,-1.228,0.1324,1,1,,,,,,,,,,0,0,1,,,,,,1,,,,,0,,,,,,,,,,0,1,,1,0,0,,,,,,,,,,,,,,,,,,1,0
9602417,9600016,BRN05,2,16,0.6641,1.3174,1,1,,,,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,1,,,,,,,,,,,,,,
9602438,9600016,BRN05,2,15.75,0.2436,0.0649,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,
9602463,9600016,BRN05,2,15.83,-0.2016,0.5731,0,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,1,0,0
9602469,9600016,BRN05,2,15.42,2.8888,0.6794,0,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,1,0,1,1,,,,,0,,,,1,0,,,,0,0,,,,,,,,,,,,
9602528,9600016,BRN05,2,15.58,1.0719,-1.385,0,,,,,,,0,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,1,1,0,,,0,0
9602533,9600016,BRN05,2,16,-1.228,0.878,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,
9602543,9600016,BRN05,2,15.5,-0.267,0.7805,0,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,0,0
9602579,9600016,BRN05,2,15.33,1.1951,1.2866,0,,,,,,,0,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,1,1,0,,,0,0
9602591,9600016,BRN05,2,15.75,1.3076,-0.045,0,,,,,,,,,,,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,
9602596,9600016,BRN05,2,15.5,1.5142,-0.9109,0,1,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,1,,,,,,,,,,,,,,0,,,,,,,,,
9602615,9600016,BRN05,2,15.92,-0.1325,-1.3261,0,,,,,,,,0,0,,,,,,1,,,,,,,,,1,0,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,1,,
9602652,9600016,BRN05,2,15.33,-1.228,0.2659,0,,,,,,,1,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
9602691,9600016,BRN05,2,15.92,-0.1834,-1.3802,1,0,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,
9602741,9600016,BRN05,2,15.42,0.3904,1.6118,0,,,,,,,,1,0,,,,,,0,,,,,,,,,1,0,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,
9602743,9600016,BRN05,2,15.92,-1.228,-0.0903,0,,,1,1,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,
9602765,9600016,BRN05,2,15.5,1.2576,0.4424,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,1,1,0,,,,
9602783,9600016,BRN05,2,16.25,-1.228,0.5335,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9602844,9600016,BRN05,2,16.25,1.0855,0.0705,0,,,,,,,,,0,,,,1,,0,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,
9602868,9600016,BRN05,2,15.75,-0.569,-1.3673,0,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9602874,9600016,BRN05,2,15.75,1.6021,-0.3886,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,
9602881,9600016,BRN05,2,15.5,1.1008,0.8252,1,,1,,,1,1,,,,,,,,,,,0,0,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,
9602899,9600016,BRN05,2,16.25,0.6017,0.7895,0,,,,,,,0,1,,,,,,,,,,,,,1,,,,1,,,1,1,1,1,1,1,,,,,,,,,0,,,,,,,,,,,,,,,,
9602922,9600016,BRN05,2,15.92,0.7179,1.1125,0,,,,,,,,,,,,,,,,,,,,1,,0,,,,0,,,,,,,,,,,,,,,,,,1,,,,,,,0,,,,1,,,
9602925,9600016,BRN05,2,15.92,-0.1325,-1.6194,0,1,,,,,,,0,,,,,,0,,0,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
9602948,9600016,BRN05,2,16.08,-0.267,0.3495,0,,,,,,,0,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,,1,0,,,,,,,,,1,,,
9602971,9600016,BRN05,2,15.92,-1.228,-0.7178,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9602974,9600016,BRN05,2,15.67,-0.391,0.1282,0,,,,,,,,,0,,,,,,,,,,,1,,,,,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,
9603068,9600016,BRN05,2,16.17,2.1046,-1.7895,0,,,,,,,,,,,,,,,,0,,,0,,,,1,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
9603079,9600016,BRN05,2,15.42,0.638,0.1259,0,,,,,,,,1,,0,,,,,1,,,,,,,1,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,
9603087,9600016,BRN05,2,15.75,0.2289,-0.0648,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,,,,,,,,,,1,1,0,,,0,0
9603119,9600016,BRN05,2,16.17,-0.3264,-0.2389,0,,,1,0,,,,,,,,,,,,,,,,0,,0,,,,0,,1,0,0,0,,,,,0,,,,,,,,,,,,,,,0,,,,,,,
9603139,9600016,BRN05,2,16.17,1.4776,-0.4883,1,,,0,1,,,,,,,,,1,,,,,,,,,,1,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,0,,,,,,,
9603158,9600016,BRN05,2,16.17,-1.228,0.2428,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9603177,9600016,BRN05,2,15.33,1.4647,0.7611,1,,,,,,,,,,1,,,0,0,0,,0,0,,,,,,,,,,1,0,0,0,,,0,1,,,,,,,,,,,,,,,,1,,,,,,,
9603183,9600016,BRN05,2,16.17,-1.228,-0.2237,0,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,0,,,,,,,,,,,,,1,0
9603189,9600016,BRN05,2,15.67,1.1699,0.8819,0,1,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,,
9603197,9600016,BRN05,2,16,1.8498000000000001,0.8178,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,,,,,1,,,,,,,,,1,0,1,0,,,,,,,,,,
9603216,9600016,BRN05,2,15.33,0.2988,-1.3709,0,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
9603220,9600016,BRN05,2,16.25,-1.228,-1.0559,0,,,,,,,,,0,1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,1,1,1,,,,
9603264,9600016,BRN05,2,15.58,-1.228,0.2527,0,,,1,1,,,,,,,,,0,,,,,,,,,,,,,,1,1,1,0,0,,,,,0,,,,,,,,,,,,,,,0,,,,,,,
9603313,9600016,BRN05,2,16,1.2779,-1.1036,0,,,1,1,,,,0,,,,,,,,,,,,,,0,,,,,,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9603365,9600016,BRN05,2,15.83,-0.1325,-0.6908,0,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9603404,9600016,BRN05,2,15.42,1.7409,-1.1263,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,0,,,
9603415,9600016,BRN05,2,15.92,0.6059,-1.4016,0,,,,,,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,
9603454,9600016,BRN05,2,16.17,0.3367,-0.0407,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,1,,,
9603538,9600016,BRN05,2,15.58,-0.7636,-1.1936,0,,,,,,,,0,,,,,,,0,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
9603558,9600016,BRN05,2,15.83,-1.228,0.1556,0,,,0,1,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
9603566,9600016,BRN05,2,16.17,-1.228,0.2542,0,,,1,0,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,1,0,,,,,,,,
9603582,9600016,BRN05,2,16.17,1.2929,0.6434,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9603586,9600016,BRN05,2,16.17,1.6133,1.216,0,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,
9603591,9600016,BRN05,2,16.08,1.5308,-0.8518,0,,,,,,,,,,,,,,,,,,,,,,,0,,0,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,
9603606,9600016,BRN05,2,16.08,-0.1325,0.2596,0,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,,,,,,,,,,,,1,0,,,,1,1,0,,,,
9603617,9600016,BRN05,2,16.08,-1.228,-0.2169,1,,,,,,,,,,,,,,,,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
9603623,9600016,BRN05,2,15.58,-1.228,-0.8791,0,,,,,,,,,,,,,,1,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,
9603635,9600016,BRN05,2,15.75,0.7179,0.7593,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,1,1,0,,,,
9603638,9600016,BRN05,2,15.92,0.2988,1.4327,0,,,,,,,0,1,,,,,,,,,,,,,0,,,,,,1,,,,,,,,,1,,,,,,0,,,,,,,,,,,,,,,,
9603639,9600016,BRN05,2,15.42,0.8561,-1.2566,0,,,,,,,,,0,0,,,0,0,,,0,0,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,0,1,1,0,,,,
9603673,9600016,BRN05,2,16.17,0.7179,-0.1225,0,1,,,,,,,,,0,,,,,,,,,,,,1,,,,,,,,,,,,,,0,1,0,0,1,0,,0,,,,,,,,,,,,,,,
9603694,9600016,BRN05,2,15.58,-0.1325,-0.5052,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9603710,9600016,BRN05,2,16,1.2956,-0.617,0,0,,,,,,,,,1,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
9603737,9600016,BRN05,2,15.58,1.0141,0.4729,0,,,0,1,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,1,0,,,,1,1,0,,,,,,,,,,0,0,,,,,,,,
9603767,9600016,BRN05,2,15.5,1.2674,1.3291,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
9603783,9600016,BRN05,2,16.08,0.6017,-0.9987,0,0,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,
9603810,9600016,BRN05,2,15.83,0.2652,-0.7234,0,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,0,0,,,,1,1,0,,,,
9603833,9600016,BRN05,2,16,0.8598,0.3223,1,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,1,1,0,0,,,,,1,,,,1,0,,,,1,1,,,,,,,,,,,,
9603880,9600016,BRN05,2,15.83,0.3447,1.1004,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,
9603943,9600016,BRN05,2,15.83,-0.5168,0.3211,1,1,,,,,,,,,1,,,0,1,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,1,,,,,,,
9603944,9600016,BRN05,2,15.42,-0.1325,0.619,0,,1,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,0
9604026,9600016,BRN05,2,15.83,0.7179,-0.5192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,,,,,,,,,,0,,,,,,,,,,,,0,,,
9604037,9600016,BRN05,2,15.33,0.7179,1.8431,0,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,1,,,,,,,,,,,,,1,0
9604040,9600016,BRN05,2,16.25,-0.1325,-0.2891,0,1,,,,,,,,,0,,,1,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,
9604122,9600016,BRN05,2,16.25,-1.228,0.3756,0,,,,,,,,1,,,,,,,,,,,,,0,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
9604132,9600016,BRN05,2,16.17,0.5767,1.1559,1,1,,,,,,,,,,0,1,1,,,,,,1,,,,,1,,,,,,,,,,0,1,,1,1,1,,,,,,,,,,,,,,,,,,0,0
9604153,9600016,BRN05,2,15.83,1.2807,0.3536,1,1,,,,,,,0,,,,,,1,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,1,0
9604156,9600016,BRN05,2,16,0.6157,0.4948,0,,0,,,0,0,,,0,,,,,,,,0,1,,,0,,0,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,
9604223,9600016,BRN05,2,15.83,1.1219,-0.6639,0,,,,,,,0,1,,,,,,,,,,,,,0,,,,0,,,1,1,0,1,1,1,,,,,,,,,0,,,,,,,,,,,,,,,,
9604246,9600016,BRN05,2,15.92,0.3367,0.9704,1,,1,1,1,,,,,,,,,1,,,0,0,0,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9604277,9600016,BRN05,2,16.25,1.2522,-1.5575,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1,,,,,,,
9604311,9600016,BRN05,2,16.08,1.0462,0.6901,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9604320,9600016,BRN05,2,15.83,1.8074,0.1699,0,,,,,,,0,1,,,,,,,,,,,,,0,,,,0,,,1,1,1,0,1,0,,,,,,,,,0,,,,,,,,,,,,,,,,
9604326,9600016,BRN05,2,15.92,0.9477,-0.7992,0,1,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
