score,school,gender,age,bullied,escs,skip_sch
31,AN,M,15.42,-0.1325,0.738,0
88,AN,M,16,1.8859,2.0001,0
74,AN,F,16.17,0.2988,1.0823,0
85,AN,M,15.67,-1.228,0.9412,0
31,AN,F,15.83,-1.228,-1.207,0
55,AN,M,15.83,1.0526,-1.3226,0
80,AN,F,16,-0.1325,0.6305,0
35,AN,M,15.58,0.9521,0.0402,0
70,AN,F,15.92,0.5869,0.914,0
66,AN,F,15.42,-0.267,0.8316,0
50,AN,F,15.5,-0.1325,-0.7388,0
80,AN,F,16.17,1.4971,0.6356,1
55,AN,F,15.33,1.2499,1.4038,0
78,AN,M,15.5,1.2346,-1.3152,1
38,AN,F,16.08,0.6616,0.9841,0
67,AN,M,15.5,1.2214,0.3927,0
33,AN,F,15.92,0.7295,0.3644,0
60,AN,M,16.17,-0.1325,0.1862,1
77,AN,F,15.75,-0.1325,1.3358,0
46,AN,M,16.25,0.379,-1.0781,0
70,AN,F,15.67,-0.2016,-0.5838,0
88,AN,F,15.83,0.2988,1.1219,0
70,AN,F,15.67,-1.228,0.4092,0
79,AN,F,16.25,-0.267,-0.1769,0
81,AN,M,15.33,-0.1325,1.3459,0
44,AN,F,16.17,1.7129,0.8625,0
72,AN,M,16,0.3367,0.0716,1
59,AN,M,16.25,1.1073,-0.573,0
71,AN,F,16,-1.228,0.7496,0
48,AN,F,15.67,0.5504,-0.6366,0
71,AN,M,15.92,0.2988,-0.3457,0
80,AN,M,15.58,0.8714,-0.9872,0
44,AN,M,16.25,2.1861,0.2487,1
50,AN,F,15.33,-0.3264,-0.8502,0
35,AN,F,15.5,1.4036,-0.6941,0
53,AN,F,15.67,0.0959,1.1234,0
50,AN,F,15.92,-1.228,-0.9773,1
55,AN,F,16.08,0.7179,0.3219,0
71,AN,F,15.58,-1.228,-1.2634,0
69,AN,F,15.33,0.1902,0.4851,0
56,AN,F,15.58,0.7726,-0.381,0
88,AN,F,16.17,-1.228,1.2965,1
56,AN,M,15.5,0.6265,-0.621,1
83,AN,M,16,1.869,0.8547,0
52,AN,M,15.33,1.0855,0.3903,0
79,AN,M,15.42,0.5504,0.6102,0
25,AN,F,15.83,0.6017,-0.6649,0
54,AN,F,15.42,-1.228,0.1133,0
60,AN,F,16.17,-0.391,1.1775,0
60,AN,F,15.5,0.4829,-0.2766,0
55,AN,M,16.17,0.6616,0.0644,1
33,AN,F,16.25,0.379,-0.7007,0
59,AN,M,15.75,1.3826,-1.0656,0
70,AN,F,16,0.5767,1.5521,0
48,AN,F,16,0.5012,-0.1257,0
62,AN,M,15.42,1.0315,-0.2416,0
28,AN,M,16.17,-1.228,0.17,0
31,AN,F,15.83,1.1008,-1.1802,0
40,AN,F,16.17,0.7179,-0.2876,0
48,AN,M,15.83,0.8399,0.9514,0
46,AN,M,15.83,2.1636,1.2241,0
32,AN,F,16.25,1.224,1.1197,1
71,AN,F,15.83,0.2988,-0.1218,0
69,AN,F,15.67,-1.228,-0.1024,0
38,AN,F,15.58,0.6017,-0.4071,0
34,AN,F,15.83,1.099,-1.4738,0
49,AN,F,15.92,1.4834,0.234,0
78,AO,F,15.33,-1.228,-1.1255,0
58,AO,F,15.75,-1.228,-0.4333,0
86,AO,M,15.5,-1.228,0.694,0
17,AO,M,15.67,1.925,-0.3613,0
44,AO,F,16.08,0.5381,-1.2202,0
77,AO,M,16.25,1.1181,-1.0962,0
63,AO,M,16.17,1.2147,-0.8783,0
51,AO,F,16.17,0.379,1.0108,1
23,AO,F,15.5,-1.228,-1.3541,0
63,AO,M,16.08,0.2988,-1.6441,1
27,AO,F,15.83,1.0745,0.5674,0
51,AO,M,15.42,1.0911,-0.2278,0
67,AO,F,16.25,1.4806,0.4957,1
8,AO,M,15.42,1.8672,-1.0467,0
43,AO,F,16,0.2988,-1.1367,0
31,AO,M,16,-0.1879,-2.583,0
58,AO,M,15.58,0.6616,-1.9817,1
23,AO,F,15.67,-1.228,-1.3671,0
60,AO,M,15.58,0.8834,-0.4827,0
32,AO,F,15.33,1.8324,-0.6478,1
46,AO,M,15.67,-1.228,-0.7323,1
36,AO,M,15.75,2.3001,-2.0971,1
59,AO,M,15.33,1.2713,-1.349,0
32,AO,M,15.92,0.9031,-1.7368,0
65,AO,M,15.42,0.2538,-0.1093,0
59,AO,M,15.33,-1.228,-0.6947,0
61,AO,F,15.33,0.9099,-0.9535,0
41,AO,M,15.75,0.5504,-0.7005,0
22,AO,F,15.33,0.8337,-0.0406,0
42,AO,F,15.83,-0.267,-1.2317,0
70,AO,F,15.42,0.2988,-0.2335,0
65,AO,F,16.17,-1.228,-1.1889,0
46,AO,F,16.17,1.0535,-3.198,0
45,AO,M,15.67,-0.267,-0.6829,0
30,AO,F,16,0.2988,-2.2099,0
36,AO,M,15.33,1.5912,-0.431,0
37,AO,M,15.33,1.6841,-0.9441,1
30,AO,M,15.83,-1.228,-1.7544,0
51,AO,F,15.33,-0.267,-0.8392,0
37,AO,F,15.42,-1.228,-1.1886,0
43,AO,F,15.42,-1.228,-0.6547,0
48,AO,M,16.17,1.4061,-1.709,0
19,AO,M,15.58,1.0593,-1.0733,0
29,AO,F,15.92,2.108,-2.0089,0
44,AO,M,15.42,-1.228,-0.6772,0
71,AO,F,15.33,-1.228,-0.9521,0
29,AO,M,16,0.6616,-0.0641,0
40,AO,F,16,0.2988,-0.8086,0
32,AO,F,15.67,1.6085,-0.878,0
38,AO,M,16.17,0.9031,-1.2319,1
24,AO,M,15.5,-1.228,-1.2812,0
20,AO,F,16.17,0.8222,-1.4496,0
22,AO,M,16.08,0.8714,-1.5081,0
19,AO,M,16.25,-1.228,-1.5101,1
42,AO,M,16,1.0855,-1.0239,0
37,AO,M,15.67,1.3512,0.3452,0
40,AO,M,16.17,-1.228,-0.4348,0
46,AO,F,15.33,0.8902,-1.0717,0
24,AO,F,16.17,-0.1325,-0.1815,0
33,AO,M,15.33,-1.228,-2.2295,0
54,AO,F,15.5,0.5238,-1.3314,1
62,AO,F,16,-1.228,-0.3226,0
46,AO,F,15.42,-1.228,-0.0978,0
44,AO,F,15.83,-1.228,0.4399,0
42,AO,F,15.92,1.0762,-0.8365,0
39,AO,F,15.75,0.7726,-0.3102,0
46,AO,M,15.42,1.1413,-1.7859,1
55,AO,M,16,0.8902,-2.0248,0
43,AO,M,16.08,0.5504,-1.9062,1
45,AO,M,15.33,-1.228,-0.0962,0
29,AO,F,16.17,-1.228,0.9663,0
51,AO,F,15.42,2.1399,-1.3954,0
37,AO,F,15.5,-1.228,-1.7555,1
33,AO,F,16.25,1.1137,-0.4778,0
35,AO,M,15.75,-1.228,-0.1641,1
38,AO,M,16.08,0.1621,0.9816,1
37,AO,F,15.83,-1.228,0.5457,0
36,AO,F,16,1.0193,-1.525,0
75,AO,M,15.42,-0.267,-1.3454,1
48,AO,M,15.75,1.4327,-0.9826,0
62,AO,M,15.92,0.263,1.044,0
27,AO,F,15.33,0.2988,-0.6814,1
51,AO,F,15.58,-1.228,-1.5009,0
40,AO,M,16,0.6059,-1.206,0
23,AO,M,15.67,1.4514,-0.7113,0
47,AO,M,15.5,-0.4588,-0.5726,0
46,AO,M,15.33,1.1322,-0.0886,0
25,AO,M,15.58,-1.228,-1.7387,0
33,AO,M,15.58,1.7137,-0.9152,0
40,AO,F,15.33,1.1219,-1.223,0
49,AO,F,15.67,0.2289,-2.1674,0
53,AO,M,15.33,-0.1325,0.0719,0
23,AO,F,15.75,-0.1325,-1.2451,0
64,AO,F,15.83,-1.228,-1.8116,0
31,AO,F,15.83,-0.1325,-1.759,0
48,AO,M,15.42,-1.228,-1.1747,0
36,AO,M,15.42,-1.228,0.2131,0
48,AO,F,15.33,-0.4588,0.0651,0
46,AO,M,15.67,0.8071,0.4256,0
69,AO,F,15.58,-1.228,1.3892,0
21,AO,F,16.17,0.7646,-0.7914,0
42,AO,M,15.83,-0.1325,0.0961,0
41,AO,M,16.08,1.4556,0.3662,1
46,AO,M,15.92,1.4556,-0.0152,0
42,AO,M,15.75,0.2988,-1.2667,0
63,AO,M,15.83,0.6451,-1.8766,0
50,AO,M,15.5,1.2636,0.5758,0
36,AO,F,15.92,-1.228,-0.8771,0
43,AO,F,15.92,-1.228,-0.3088,0
80,AO,M,16.08,-1.228,0.4309,0
26,AO,F,15.83,1.8245,-1.8972,0
10,AO,M,16.25,1.6712,-0.1733,1
29,AO,M,15.92,-1.228,-0.5708,1
29,AO,M,16,0.9798,0.6081,0
70,AO,M,16.08,0.3447,0.5848,0
36,AO,F,15.92,0.6641,0.2444,0
85,AO,M,16,0.379,-0.4049,0
23,AO,M,16.17,0.2121,-0.7419,0
49,AO,M,15.75,0.5613,-0.789,0
61,AO,F,15.33,-1.228,-1.6755,0
42,AO,F,15.5,0.5869,-0.9238,0
43,AO,M,15.58,-1.228,0.0223,0
51,AO,F,15.75,0.9615,-0.3694,0
28,AO,M,15.58,2.1144,-1.2933,0
41,AO,M,15.83,1.0536,0.395,0
72,AO,M,15.42,0.2988,-0.3207,0
17,AO,F,15.75,-1.228,-1.3678,1
61,AO,M,16.17,1.8597,-1.0548,0
18,AO,M,15.83,0.1776,-0.267,1
36,AO,F,15.33,1.2306,-1.8286,0
42,AO,M,16.25,1.0526,-1.5036,0
52,AO,F,15.92,-1.228,-1.4658,0
46,AO,M,15.5,-1.228,-1.1771,0
39,AO,M,15.5,0.6616,-1.1321,0
64,AO,M,16.25,1.7498,-0.5001,0
35,AO,F,15.42,1.7773,-1.2069,0
86,AO,M,16,-1.228,1.2016,0
16,AO,M,15.58,0.9623,-1.4105,0
73,AO,M,15.75,0.2988,-0.6595,0
69,AO,M,16.25,0.379,-0.0075,0
33,AO,F,15.5,-1.228,0.762,0
4,AO,M,16.17,1.4747,-0.9662,0
23,AO,M,15.58,1.331,-0.3329,0
43,AO,F,15.75,1.0509,-1.7385,0
18,AO,M,15.58,0.5767,-0.623,1
53,AO,F,16.17,-1.228,-0.0056,0
48,AO,F,15.92,-1.228,-0.9944,0
42,AO,M,16.25,1.6197,0.0174,0
59,AO,M,15.58,1.4036,0.8499,0
34,AO,M,15.83,1.7225,-1.8692,1
34,AO,F,15.58,-1.228,-1.1407,0
42,AO,M,15.67,0.2988,-1.2937,0
28,AO,M,15.58,1.0499,-0.8925,0
32,AO,M,15.42,1.2446,0.8067,1
40,AO,M,15.75,-0.391,0.3417,0
32,AO,F,15.58,1.7086,-0.3073,0
42,AP,M,15.58,1.1469,-0.6401,0
64,AP,M,15.92,1.8973,-1.4061,0
72,AP,M,15.58,-1.228,-0.7537,0
73,AP,M,15.92,-0.1325,-0.0037,0
75,AP,M,15.58,0.9678,-1.5594,0
66,AP,M,15.75,0.2988,-0.8636,0
51,AP,M,15.92,-0.1325,-1.4612,1
64,AP,M,15.75,-0.1325,-0.7939,0
76,AP,M,15.92,1.7388,1.4688,0
65,AP,M,15.67,1.1064,-0.3445,0
55,AP,M,15.83,-1.228,-1.5978,0
68,AP,M,15.58,1.1392,0.5566,0
75,AP,M,16.08,-0.4588,-1.3559,0
83,AP,M,15.83,2.2782,-0.3729,0
29,AP,M,15.58,1.176,-0.9851,0
62,AP,M,16.17,0.598,1.4826,0
58,AP,M,15.33,-1.228,0.3701,0
64,AP,M,15.58,0.996,0.5699,0
64,AP,M,15.75,0.794,-0.0528,0
75,AP,M,15.42,-1.228,0.9385,1
68,AP,M,15.42,-0.267,0.4822,0
90,AP,M,15.83,-0.1325,-0.2432,0
56,AP,M,16.08,1.6579,0.7673,0
31,AP,M,16.25,-0.1325,0.225,0
46,AP,M,15.92,-1.228,0.1686,0
29,AP,M,15.75,-1.228,0.3469,0
48,AP,M,15.33,-0.1325,0.9422,0
68,AP,M,15.67,-0.1325,0.8533,0
42,AP,M,15.42,1.341,-0.4161,0
69,AP,M,15.58,0.6616,0.8847,0
65,AP,M,15.5,-0.0351,-1.2503,0
67,AP,M,16.08,0.2652,-0.7789,0
80,AP,M,16.25,-1.228,0.1301,0
44,AP,M,16.25,4.6939,-0.7631,1
64,AP,M,15.42,0.2121,0.1232,0
57,AP,M,16.25,-1.228,-0.077,0
42,AP,M,15.92,-1.228,0.4503,0
59,AP,M,16,1.2251,0.6237,0
30,AP,M,15.83,1.749,-0.5803,0
57,AP,M,15.67,0.7179,0.4438,0
79,AP,M,16.08,0.2988,-0.1534,0
51,AP,M,15.58,0.7556,0.1749,0
54,AP,M,15.75,-1.228,-1.2398,0
84,AP,M,16.25,0.379,0.2958,0
64,AP,M,15.75,1.7708,-0.4171,0
63,AP,M,15.92,1.8346,0.1632,0
36,AP,M,16.08,0.379,-0.4704,0
59,AP,M,15.83,0.2289,0.6473,1
33,AP,M,15.92,0.8834,-1.1357,0
78,AP,M,15.58,-0.1325,-1.2755,0
58,AP,M,15.5,1.0986,1.0334,0
51,AP,M,15.67,-1.228,0.8739,0
23,AP,M,15.75,0.7179,-0.6474,0
50,AP,M,15.67,-0.1325,-1.4714,0
70,AP,M,15.75,-1.228,0.2818,0
40,AP,M,15.58,1.5112,-0.6167,0
37,AP,M,15.75,-1.228,-0.0459,0
26,AP,M,15.92,1.7972,-0.8736,0
64,AP,M,16,1.5652,1.016,0
75,AP,M,15.75,1.2386,0.6351,0
62,AP,M,15.5,1.0485,-0.3143,0
43,AP,M,15.33,-1.228,1.1595,0
70,AP,M,16,0.9253,0.2489,0
79,AP,M,15.92,-1.228,-0.7254,0
76,AP,M,15.58,0.379,-0.1109,0
83,AP,M,16.17,1.2228,-0.3961,0
63,AP,M,15.5,1.3108,1.3427,1
69,AP,M,16,-0.1325,0.8958,0
54,AP,M,16.17,0.7179,-0.8576,0
49,AP,M,16.25,1.6321,-0.7242,0
51,AP,M,16.17,0.7179,-1.2447,0
47,AP,M,15.75,1.7919,0.9257,1
27,AP,M,15.58,2.2684,-0.192,0
83,AP,M,16.08,0.5335,0.0101,0
64,AP,M,15.58,0.8222,-1.6011,0
57,AP,M,16.08,0.2289,0.5763,0
82,AP,M,15.5,-0.1325,1.1922,0
71,AP,M,16,-1.228,-1.0353,0
62,AP,M,15.67,0.2988,0.3065,0
62,AP,M,15.33,-1.228,1.3198,0
87,AP,M,15.58,-1.228,-0.2205,0
42,AP,M,16.08,-1.228,0.2293,0
22,AP,M,15.33,-1.228,1.2355,0
59,AP,M,15.67,1.4972,-0.7025,1
77,AP,M,15.67,1.15,0.7552,0
73,AP,M,16.25,1.0692,0.0518,0
62,AP,M,16,0.6302,-0.0118,0
53,AP,M,16.17,-1.228,-0.9688,0
33,AP,M,15.83,0.379,-2.2352,0
79,AP,M,15.92,1.2042,-1.1293,0
58,AP,M,16.17,1.0878,0.5633,0
57,AP,M,16.17,0.9244,-1.0746,0
60,AP,M,15.83,0.6616,0.698,0
54,AP,M,15.5,0.7179,-1.4252,0
79,AP,M,16,-0.1325,0.7255,1
68,AP,M,16,1.3706,-0.1462,1
50,AP,M,15.33,0.6122,0.6307,0
50,AP,M,15.75,0.9031,0.5942,0
42,AP,M,16.08,-1.228,-0.7895,0
31,AP,M,16.17,0.6616,-0.2432,0
41,AP,M,16.08,2.0447,-0.7026,0
42,AP,M,16,0.8814,-0.7609,0
42,AP,M,16,1.2208,-0.8022,0
61,AP,M,16.17,1.6017,-0.1317,1
44,AP,M,15.58,0.837,-0.2624,0
82,AP,M,15.67,1.0805,0.9806,0
18,AP,M,15.58,-1.228,-0.9833,0
77,AP,M,15.92,0.5685,0.7517,1
69,AP,M,15.42,-1.228,1.1924,0
91,AP,M,16.25,-1.228,1.3371,0
62,AP,M,16.08,-0.1325,-1.7641,0
53,AP,M,15.33,1.2107,0.6047,0
71,AP,M,16.17,-0.1325,-0.9367,0
64,AP,M,15.33,1.2234,-0.9624,0
60,AP,M,15.92,1.9439,1.346,0
57,AP,M,15.75,-1.228,-0.4973,0
94,AP,M,15.67,0.6616,0.8086,0
62,AP,M,15.42,1.6871,-0.1182,0
61,AP,M,15.67,0.8834,-0.9829,0
65,AP,M,15.42,-0.3264,0.8093,0
72,AP,M,15.83,0.9031,-1.2729,0
56,AP,M,15.42,-1.228,0.1324,1
98,AP,M,16,0.6641,1.3174,1
58,AP,M,15.75,0.2436,0.0649,0
69,AP,M,15.83,-0.2016,0.5731,0
62,AP,M,15.42,2.8888,0.6794,0
49,AP,M,15.58,1.0719,-1.385,0
67,AP,M,16,-1.228,0.878,0
79,AP,M,15.5,-0.267,0.7805,0
56,AP,M,15.33,1.1951,1.2866,0
59,AP,M,15.75,1.3076,-0.045,0
52,AP,M,15.5,1.5142,-0.9109,0
57,AP,M,15.92,-0.1325,-1.3261,0
83,AP,M,15.33,-1.228,0.2659,0
48,AP,M,15.92,-0.1834,-1.3802,1
82,AP,M,15.42,0.3904,1.6118,0
38,AP,M,15.92,-1.228,-0.0903,0
27,AP,M,15.5,1.2576,0.4424,0
58,AP,M,16.25,-1.228,0.5335,0
84,AP,M,16.25,1.0855,0.0705,0
79,AP,M,15.75,-0.569,-1.3673,0
82,AP,M,15.75,1.6021,-0.3886,0
70,AP,M,15.5,1.1008,0.8252,1
83,AP,M,16.25,0.6017,0.7895,0
50,AP,M,15.92,0.7179,1.1125,0
65,AP,M,15.92,-0.1325,-1.6194,0
79,AP,M,16.08,-0.267,0.3495,0
62,AP,M,15.92,-1.228,-0.7178,0
50,AP,M,15.67,-0.391,0.1282,0
41,AP,M,16.17,2.1046,-1.7895,0
78,AP,M,15.42,0.638,0.1259,0
56,AP,M,15.75,0.2289,-0.0648,0
38,AP,M,16.17,-0.3264,-0.2389,0
63,AP,M,16.17,1.4776,-0.4883,1
58,AP,M,16.17,-1.228,0.2428,0
34,AP,M,15.33,1.4647,0.7611,1
61,AP,M,16.17,-1.228,-0.2237,0
48,AP,M,15.67,1.1699,0.8819,0
74,AP,M,16,1.8498000000000001,0.8178,1
56,AP,M,15.33,0.2988,-1.3709,0
54,AP,M,16.25,-1.228,-1.0559,0
38,AP,M,15.58,-1.228,0.2527,0
41,AP,M,16,1.2779,-1.1036,0
38,AP,M,15.83,-0.1325,-0.6908,0
48,AP,M,15.42,1.7409,-1.1263,0
55,AP,M,15.92,0.6059,-1.4016,0
53,AP,M,16.17,0.3367,-0.0407,0
66,AP,M,15.58,-0.7636,-1.1936,0
48,AP,M,15.83,-1.228,0.1556,0
40,AP,M,16.17,-1.228,0.2542,0
63,AP,M,16.17,1.2929,0.6434,0
53,AP,M,16.17,1.6133,1.216,0
35,AP,M,16.08,1.5308,-0.8518,0
51,AP,M,16.08,-0.1325,0.2596,0
54,AP,M,16.08,-1.228,-0.2169,1
67,AP,M,15.58,-1.228,-0.8791,0
40,AP,M,15.75,0.7179,0.7593,0
79,AP,M,15.92,0.2988,1.4327,0
35,AP,M,15.42,0.8561,-1.2566,0
64,AP,M,16.17,0.7179,-0.1225,0
33,AP,M,15.58,-0.1325,-0.5052,0
35,AP,M,16,1.2956,-0.617,0
53,AP,M,15.58,1.0141,0.4729,0
43,AP,M,15.5,1.2674,1.3291,0
40,AP,M,16.08,0.6017,-0.9987,0
54,AP,M,15.83,0.2652,-0.7234,0
48,AP,M,16,0.8598,0.3223,1
63,AP,M,15.83,0.3447,1.1004,0
63,AP,M,15.83,-0.5168,0.3211,1
72,AP,M,15.42,-0.1325,0.619,0
31,AP,M,15.83,0.7179,-0.5192,0
54,AP,M,15.33,0.7179,1.8431,0
83,AP,M,16.25,-0.1325,-0.2891,0
89,AP,M,16.25,-1.228,0.3756,0
76,AP,M,16.17,0.5767,1.1559,1
83,AP,M,15.83,1.2807,0.3536,1
52,AP,M,16,0.6157,0.4948,0
58,AP,M,15.83,1.1219,-0.6639,0
58,AP,M,15.92,0.3367,0.9704,1
52,AP,M,16.25,1.2522,-1.5575,1
33,AP,M,16.08,1.0462,0.6901,0
65,AP,M,15.83,1.8074,0.1699,0
47,AP,M,15.92,0.9477,-0.7992,0
63,AP,M,15.67,2.0306,-0.3804,0
46,AP,M,15.5,1.5456,-1.0705,1
63,AP,M,15.42,0.8231,-1.1639,0
68,AP,M,15.83,-1.228,0.5726,1
73,AP,M,15.67,-1.228,-1.0863,1
33,AP,M,15.5,-1.228,-1.0565,0
54,AP,M,16.25,0.7179,0.765,1
42,AP,M,15.33,1.6307,-0.6392,0
69,AP,M,15.5,1.6101,0.4833,0
63,AP,M,15.58,0.6302,0.3847,1
80,AP,M,15.33,0.6884,1.0911,0
76,AP,M,16.25,1.4578,0.6287,0
60,AP,M,15.42,1.1666,0.8206,0
77,AP,M,15.75,-1.228,0.6648,0
48,AP,M,15.92,0.8029,0.2157,0
42,AP,M,16.17,0.8561,-1.5631,0
38,AP,M,16.08,-1.228,-1.0822,0
83,AP,M,15.92,-1.228,0.3154,0
68,AP,M,15.83,0.6616,-0.4633,0
75,AP,M,15.75,1.2357,-0.0216,0
50,AP,M,16,1.2693,0.2975,0
50,AP,M,16.08,-1.228,-1.4279,0
75,AP,M,15.92,1.5531,0.0504,0
43,AP,M,15.83,-1.228,0.698,0
74,AP,M,15.5,-0.391,-0.3288,0
61,AP,M,15.83,1.6579,-2.1785,0
34,AP,M,15.67,-0.1325,-1.1768,0
71,AP,M,15.75,1.0832,-1.0717,0
58,AP,M,15.75,0.8626,-0.3334,0
46,AP,M,15.75,1.9895,-0.642,0
71,AP,M,16.25,1.176,0.4163,0
39,AP,M,15.33,0.5504,0.0921,0
45,AP,M,16.08,1.2406,-0.1247,0
31,AP,M,15.75,0.1621,-0.0651,0
38,AP,M,15.92,0.9271,-0.5876,0
88,AP,M,15.5,0.2652,0.8045,0
56,AP,M,16.17,-1.228,-1.0203,0
31,AP,M,16.25,1.2476,0.7962,1
53,AP,M,15.92,0.9268,-0.6709,0
67,AP,M,15.83,0.1361,-0.8311,0
51,AP,M,15.67,0.7179,1.1721,0
72,AP,M,16.17,1.0855,-1.4002,1
68,AP,M,16,-1.228,-1.6059,0
43,AP,M,15.33,-1.228,0.8359,0
54,AP,M,16.17,0.797,-1.3364,0
83,AP,M,15.5,-0.3264,-0.3644,0
34,AP,M,15.92,1.6666,0.0861,0
88,AP,M,15.75,-0.2016,1.2981,0
81,AP,M,16.25,0.2988,2.0113,0
63,AP,M,15.42,0.4452,-0.7419,1
49,AP,M,16.08,-1.228,-0.4905,1
24,AP,M,15.83,1.5044,-0.7553,0
46,AP,M,15.92,1.9702,-1.9216,0
75,AP,M,16.08,-1.228,-0.3654,0
40,AP,M,15.83,1.2973,0.05,0
70,AP,M,15.75,0.6364,1.0374,0
51,AP,M,15.42,-1.228,0.7761,0
58,AP,M,15.42,-1.228,-0.0742,0
47,AP,M,16,-1.228,-1.0841,0
59,AP,M,15.33,0.837,-0.6632,0
70,AP,M,15.67,1.8815,-0.4117,0
36,AP,M,15.75,-1.228,-0.7453,0
77,AP,M,15.92,0.797,-1.295,0
82,AP,M,16,-1.228,-1.4108,0
54,AP,M,15.83,0.2988,-1.5683,0
40,AP,M,15.58,1.8773,0.6856,0
55,AP,M,15.58,2.1956,-0.6713,0
57,AP,M,15.67,0.1621,-0.5447,0
28,AP,M,15.5,1.5341,0.9482,0
58,AP,M,15.58,1.5959,-1.5965,1
70,AP,M,15.42,1.284,-0.5662,0
36,AP,M,15.33,-1.228,-1.9117,0
52,AQ,M,15.92,0.3027,0.0616,0
27,AQ,F,15.83,0.1361,-0.2845,0
38,AQ,M,16.25,1.2875,0.3138,0
43,AQ,F,15.83,1.4947,1.1012,0
62,AQ,M,15.5,1.8387,-0.2093,0
36,AQ,M,16.25,1.9647,-0.6584,0
37,AQ,M,16.08,-0.391,-1.7988,0
58,AQ,M,15.75,0.2121,-0.4508,1
70,AQ,M,15.42,-1.228,1.6197,0
33,AQ,M,15.58,-1.228,-0.488,0
32,AQ,F,15.33,0.5984,-0.9664,1
25,AQ,F,15.58,0.9967,0.033,0
58,AQ,F,15.33,-0.391,-0.068,0
77,AQ,M,15.83,0.6017,-0.5388,0
43,AQ,M,15.92,0.8846,-0.5174,0
25,AQ,M,15.42,0.3623,0.7565,0
15,AQ,M,15.58,0.9294,-2.6764,0
46,AQ,F,15.75,0.8029,-0.3095,0
48,AQ,M,15.75,0.8222,-1.481,0
44,AQ,M,16,0.6616,-0.3702,1
33,AQ,M,15.92,0.3447,-1.6095,0
56,AQ,F,16,0.379,-0.5765,0
42,AQ,M,16,0.5869,-0.8795,0
18,AQ,M,15.75,-1.228,-0.6142,0
27,AQ,M,15.92,-0.1325,0.5212,0
45,AQ,M,15.5,-0.0909,0.0684,0
36,AQ,F,16.08,-1.228,-1.6246,0
58,AQ,F,16.08,0.6043,-0.418,0
46,AQ,F,16.08,1.3545,-0.516,1
28,AQ,F,15.75,0.1924,-0.0099,0
48,AQ,M,15.42,-1.228,-1.4021,0
54,AQ,F,15.42,1.6289,-2.1654,0
44,AQ,F,16,0.8723,-0.3969,0
57,AQ,F,16.17,1.7717,0.8004,0
56,AQ,M,15.67,-1.228,-1.2841,0
40,AQ,F,15.75,2.5904,-1.0486,0
25,AQ,M,16.17,0.9604,-0.8055,0
55,AQ,M,16,-0.1325,0.9154,0
27,AQ,M,15.83,-1.228,-1.2598,0
37,AQ,M,15.42,-1.228,-0.3293,0
83,AQ,M,15.58,-1.228,-0.0499,0
52,AQ,M,15.75,0.8021,-0.8053,0
59,AQ,M,15.33,0.7179,-1.1177,0
39,AQ,M,15.42,1.2121,-0.3314,0
41,AQ,F,16.08,0.0102,-0.142,0
62,AQ,M,15.42,1.6142,-1.3293,0
39,AQ,M,15.75,-0.1325,-2.1619,0
28,AQ,M,15.67,0.5268,-1.9589,0
59,AQ,M,15.92,1.1413,-0.8693,0
68,AQ,F,15.42,0.3367,-0.8038,0
49,AQ,M,16.17,-1.228,0.2938,0
50,AQ,M,15.83,0.1621,-1.538,0
64,AQ,M,16,0.9078,-1.1972,0
55,AQ,F,15.67,-1.228,0.3693,0
17,AQ,F,16.25,1.1551,-0.9635,1
65,AQ,M,15.83,0.379,-1.743,0
63,AQ,M,15.67,-1.228,-0.252,0
70,AQ,F,16,1.5139,-1.4285,0
45,AQ,M,15.67,-1.228,-1.4805,0
42,AQ,M,15.83,0.2289,-1.7288,0
77,AQ,F,15.5,-1.228,0.3926,0
20,AQ,M,16,1.3491,-0.3864,0
47,AQ,M,16,0.9578,-1.13,0
39,AQ,M,16.17,-1.228,-0.9598,0
75,AQ,F,15.5,-1.228,-1.5806,0
69,AQ,M,15.92,-1.228,0.8829,0
43,AQ,F,16.25,0.7179,-0.7483,0
44,AQ,M,15.58,-0.1325,-1.4707,0
18,AQ,M,16,1.7005,-0.593,0
81,AQ,F,16,0.5238,0.8847,0
22,AQ,M,15.67,0.7179,0.1703,0
40,AQ,F,15.83,-1.228,-0.4795,0
60,AQ,F,15.58,0.5238,-0.9084,0
27,AQ,M,15.92,-0.1122,-0.6261,1
46,AQ,F,15.33,1.8365,0.2044,0
47,AQ,M,15.42,0.6616,-0.0351,1
66,AQ,M,16,0.8222,-0.5923,0
67,AQ,F,16,-1.228,0.7966,0
48,AQ,M,16.17,-0.1879,0.1415,0
41,AQ,M,16,-0.1325,-0.5628,0
48,AQ,M,15.42,-0.1325,0.0939,0
38,AQ,M,16.25,-1.228,-2.2781,0
19,AQ,F,15.42,0.8334,-2.586,0
23,AQ,M,15.33,1.3054,-1.5353,0
47,AQ,F,15.75,1.34,-0.5027,0
20,AQ,F,16.25,0.1924,-0.5642,0
94,AQ,F,16,-1.228,-1.3661,0
79,AQ,M,16.08,0.2988,-0.4288,1
29,AQ,F,15.92,-1.228,-0.6091,0
60,AQ,M,15.92,1.5121,0.1966,0
32,AQ,F,15.92,0.7479,-2.1188,0
61,AQ,F,16.25,0.3697,-0.8844,0
64,AQ,F,15.58,-1.228,-0.5699,0
61,AQ,F,16.08,-1.228,-1.1943,0
71,AQ,F,15.5,1.3818,0.9894,0
