score,school,gender,age,bullied,escs,skip_sch
36,AG,F,15.5,1.0761,-1.2386,0
67,AG,F,15.58,0.0959,0.6282,1
24,AG,F,15.67,-1.228,-0.7195,0
37,AG,F,15.5,1.2499,-1.4992,0
89,AG,F,16.17,-0.267,1.198,0
55,AG,F,15.58,-1.228,0.4478,0
61,AG,F,16.08,-0.267,0.5666,0
67,AG,F,16.08,-1.228,-0.379,0
52,AG,F,15.5,-1.228,0.7644,0
52,AG,F,15.42,0.3635,-0.0661,1
70,AG,F,16.25,0.2652,1.1602,0
74,AG,F,15.58,0.5381,0.1627,0
73,AG,F,16.08,-1.228,-0.7794,0
26,AG,F,16,1.0037,0.1178,0
41,AG,F,16,1.1096,0.348,0
65,AG,F,15.92,-0.267,0.6439,0
44,AG,F,15.67,0.5504,1.5947,0
38,AG,F,15.83,1.0137,-0.7601,0
34,AG,F,15.75,-0.267,-0.1297,0
50,AG,F,15.42,-1.228,-1.8822,0
32,AG,F,15.75,-0.267,0.21,0
75,AG,F,16,-0.267,1.2113,0
39,AG,F,15.33,-1.228,0.2171,1
80,AG,F,16.25,-0.267,0.633,1
43,AG,F,15.42,0.8145,1.347,0
80,AG,F,15.5,-0.267,0.3115,0
73,AG,F,15.5,-1.228,0.7676,0
90,AG,F,15.92,-1.228,0.8393,0
49,AG,F,15.67,-1.228,-1.6339,0
58,AG,F,15.67,-1.228,-1.1012,0
45,AG,F,15.83,0.5504,0.8754,0
63,AG,F,15.5,0.2289,-0.3832,0
33,AG,F,16,-0.1325,-0.388,0
36,AG,F,15.92,-1.228,-0.3534,0
61,AG,F,15.92,-1.228,0.4863,0
62,AG,F,15.58,-1.228,-0.6165,0
43,AG,F,15.92,0.7071,-0.6708,0
66,AG,F,16.25,-1.228,0.2471,0
50,AG,F,15.67,0.7935,0.6285,0
23,AG,F,15.42,0.6376,-0.6952,0
65,AG,F,15.83,-1.228,-0.1905,0
47,AG,F,16,-1.228,-0.0325,0
40,AG,F,16,-1.228,0.4796,0
72,AG,F,16.25,-0.267,0.7667,0
43,AG,F,15.58,-1.228,-1.1424,0
57,AG,F,15.42,1.5968,0.3748,0
87,AG,F,15.75,0.843,0.6297,0
40,AG,F,15.67,1.401,-1.5697,0
67,AG,F,16.08,-1.228,0.7337,0
43,AG,F,15.33,0.2988,-0.8707,0
30,AG,F,15.75,-1.228,1.0443,0
43,AG,F,15.75,-0.267,-0.7752,1
65,AG,F,16,0.9271,1.0624,0
50,AG,F,15.67,1.0315,0.499,0
70,AG,F,16.25,0.4258,-0.7005,0
27,AG,F,16.08,-1.228,1.2362,0
41,AG,F,16.08,1.2366,-1.1667,1
60,AG,F,15.75,0.2988,-0.3247,0
90,AG,F,15.33,-1.228,1.305,0
58,AG,F,15.83,-1.228,1.5152,0
74,AG,F,15.58,-1.228,-1.4292,0
27,AG,F,15.92,-0.1325,-0.8608,0
53,AG,F,15.83,2.1962,-0.9432,1
57,AG,F,15.92,-1.228,-0.0478,1
41,AG,F,15.33,0.8929,0.0952,1
33,AG,F,16.25,0.9912,0.3429,0
75,AG,F,16.25,-1.228,-0.5465,0
33,AG,F,15.33,-1.228,0.2171,0
48,AG,F,16.25,-1.228,0.8749,0
33,AG,F,15.58,-1.228,-0.4342,0
46,AG,F,16,0.3631,-1.0307,0
30,AG,F,15.58,1.2892,-0.7221,0
34,AG,F,16.08,1.4826,-0.0982,0
38,AG,F,15.75,0.9715,-0.8017,0
70,AG,F,16.25,-1.228,1.5398,0
53,AG,F,16,-0.267,-0.0954,0
30,AG,F,15.5,-1.228,1.2366,0
54,AG,F,15.67,-1.228,0.561,0
43,AG,F,15.92,-0.1325,-0.7778,0
71,AG,F,15.75,0.8231,0.1384,1
43,AG,F,15.5,1.487,-0.355,0
75,AG,F,15.58,0.7074,0.9169,0
50,AG,F,15.33,0.1902,0.0694,1
60,AG,F,16,-0.267,0.5463,0
62,AG,F,15.75,1.0058,0.4576,0
62,AG,F,15.92,-0.4588,0.5776,0
22,AG,F,15.33,-0.1325,-0.0292,1
86,AG,F,16.08,-1.228,-1.1619,0
76,AG,F,15.75,-1.228,-0.1393,0
83,AG,F,15.75,0.9271,-0.0023,0
71,AG,F,15.67,-1.228,-0.0334,0
35,AG,F,15.83,0.6616,0.2123,0
51,AG,F,15.92,-1.228,-0.3976,0
52,AG,F,15.5,0.6616,-0.1579,0
65,AG,F,15.5,-1.228,0.4919,1
63,AG,F,16.25,0.9542,-0.8904,0
64,AG,F,15.42,-1.228,1.2601,0
64,AG,F,15.92,-0.4588,1.3164,0
44,AG,F,16.17,-1.228,0.1939,0
68,AG,F,15.83,0.6017,-0.2598,1
27,AG,F,15.5,-0.1879,-0.8036,0
84,AG,F,15.67,-1.228,0.1909,0
39,AG,F,16.08,-0.267,0.8106,0
29,AG,F,15.5,-1.228,-1.0518,0
89,AG,F,15.83,1.3884,1.3922,0
28,AG,F,15.75,-1.228,-0.2948,0
34,AG,F,15.5,0.2121,0.1655,0
47,AG,F,16.25,-1.228,0.5726,0
68,AG,F,15.67,0.496,0.5269,0
50,AG,F,16.25,0.9031,0.7222,1
35,AG,F,16.25,1.76,-0.6436,0
42,AG,F,16,0.6017,-0.1424,0
44,AG,F,16.08,0.3447,-0.6332,0
71,AG,F,16.17,0.8902,-0.5095,0
62,AG,F,15.58,-1.228,-1.5202,0
64,AG,F,15.33,-0.267,-0.6106,0
19,AG,F,15.75,0.7179,-1.6161,0
66,AG,F,16,-1.228,-0.8438,0
27,AG,F,15.67,-1.228,-0.7925,0
77,AG,F,15.58,-1.228,-0.0838,0
80,AG,F,16,0.7296,1.7586,1
36,AG,F,15.42,-1.228,-1.2153,0
42,AG,F,16.17,0.6302,0.5222,1
48,AH,F,15.92,-1.228,1.0053,0
69,AH,M,15.5,1.4527,0.3839,0
41,AH,F,15.58,-0.391,0.9406,0
66,AH,F,15.83,0.6266,0.3371,0
54,AH,M,16.25,2.5044,-0.7935,0
36,AH,F,15.42,1.9035,-1.0438,0
64,AH,F,16.17,0.2988,-0.4679,0
65,AH,F,16,0.9542,-0.0864,0
94,AH,F,15.92,-1.228,0.8873,0
19,AH,F,16,-0.1325,-0.7856,0
60,AH,M,15.83,0.837,-0.7702,0
46,AH,F,15.83,0.2988,0.1856,0
53,AH,M,15.5,0.8814,-0.2821,0
48,AH,F,15.92,0.2988,-1.0302,0
31,AH,F,15.92,0.5869,0.2257,1
23,AH,M,16,0.7014,-0.5795,0
86,AH,F,15.75,-0.391,-0.7947,0
20,AH,M,15.92,-1.228,-0.2265,0
52,AH,F,16,-1.228,-0.2823,0
68,AH,F,16.08,-1.228,-0.9443,0
54,AH,M,15.83,1.6068,0.0794,0
53,AH,F,16,-1.228,-0.4199,0
78,AH,F,16.25,-1.228,1.1553,0
52,AH,M,16.25,0.9253,-0.5959,0
64,AH,M,16.08,-1.228,0.5981,0
43,AH,F,15.33,1.6295,-0.2267,0
41,AH,M,16,1.5697,-1.6748,0
47,AH,M,15.42,0.6059,0.9373,0
49,AH,F,15.33,2.5099,1.2588,0
49,AH,M,16.25,-0.1325,-1.6345,1
56,AH,F,16.25,-0.267,-0.1055,1
42,AH,F,15.83,-0.1325,0.3707,0
33,AH,M,16.08,1.1053,-0.3215,0
25,AH,M,15.58,0.7179,0.5322,0
52,AH,F,16.17,0.2988,-0.7561,0
34,AH,F,16.08,0.5222,-0.2157,1
75,AH,M,16.17,-1.228,-0.407,0
85,AH,M,15.75,0.8626,0.3427,0
51,AH,F,16.17,-0.1325,-0.8057,0
92,AH,F,15.92,-1.228,-1.2353,0
51,AH,M,16.08,-1.228,0.3913,0
69,AH,F,15.75,1.5203,0.1987,0
52,AH,F,16.17,-1.228,1.321,0
61,AH,F,16.08,0.5238,-0.811,0
73,AH,M,16.08,1.1181,0.4694,0
61,AH,M,16.08,0.379,1.5532,0
39,AH,F,15.58,1.4946,-0.1098,1
33,AH,M,15.58,1.4213,0.354,0
25,AH,F,15.67,0.6017,-0.002,0
38,AH,M,16.17,-1.228,-0.6992,0
52,AH,M,15.5,0.6616,-0.58,0
50,AH,F,16,-1.228,-1.3105,0
39,AH,F,15.5,1.2818,-0.1361,1
43,AH,M,15.67,-0.1325,-1.5782,0
66,AH,F,15.75,-1.228,-0.1056,0
44,AH,F,16,0.2988,0.4538,0
47,AH,M,15.58,0.904,0.8997,1
57,AH,M,15.67,0.0198,1.0271,0
31,AH,F,15.92,-1.228,0.3937,0
60,AH,M,16.08,1.2674,0.4252,0
34,AH,F,15.33,1.7165,-0.0406,0
54,AH,F,15.92,-1.228,-1.0655,0
72,AH,F,15.58,0.2988,0.0609,0
21,AH,M,15.67,1.2323,0.5504,0
58,AH,F,16.17,0.7296,-0.7222,0
23,AH,M,15.67,-1.228,-0.0106,0
32,AH,M,15.92,0.9429,0.4586,1
62,AH,F,15.42,0.0536,0.9427,0
40,AH,M,15.42,-0.1325,0.8103,0
23,AH,F,16.25,0.3314,-0.4061,1
64,AH,M,15.67,-1.228,0.0192,0
42,AH,M,15.58,-0.2016,-0.3182,0
52,AH,M,16.17,1.2743,-0.4726,0
52,AH,F,16.17,0.6017,0.6414,1
26,AH,M,15.42,-0.1325,-1.9303,0
25,AH,M,15.33,1.9785,-0.3421,0
45,AH,F,16,1.281,-0.6582,0
34,AH,M,15.58,1.4128,-0.8132,1
41,AH,M,15.5,-0.1325,-0.2782,0
50,AH,F,15.75,1.3473,0.5127,0
77,AH,F,16.08,0.3952,-0.069,0
43,AH,M,15.42,0.7179,0.6892,0
40,AH,M,15.83,-0.1325,-0.4547,0
22,AH,F,16.25,1.2569,-2.7054,0
33,AH,M,15.67,-1.228,0.9844,0
55,AH,M,16.25,1.4753,0.851,0
53,AH,M,15.33,-0.1325,0.1441,0
44,AH,M,15.5,0.8714,0.3046,0
79,AH,F,16.17,-1.228,-1.4613,0
57,AH,M,15.5,1.4193,0.467,1
50,AH,M,16,-1.228,0.7204,0
46,AH,M,15.42,-0.1325,0.3623,0
79,AH,F,16.17,-0.1325,-0.0417,0
26,AH,F,16,-0.1325,-1.3086,0
27,AH,M,16,1.4747,-0.1848,0
24,AH,M,16.25,1.0989,-0.6881,1
75,AH,M,16.17,0.5869,1.6216,0
68,AH,F,16.17,-1.228,1.4304,0
63,AH,F,15.33,0.2289,1.13,0
59,AH,F,16,-1.228,-0.7385,0
70,AH,F,15.75,1.2083,0.3457,0
63,AH,F,16.08,-1.228,-1.3711,0
37,AH,M,15.5,0.8029,0.7804,1
27,AH,F,15.42,1.2185,1.0448,1
53,AH,M,15.33,-0.5168,0.4189,0
43,AH,M,15.75,1.6002,0.1976,1
57,AH,M,15.75,-0.1325,0.4839,0
72,AH,F,16.08,0.2289,-0.5088,1
30,AH,F,15.33,0.9797,1.0357,1
48,AH,F,15.75,-1.228,0.3251,0
18,AH,F,15.75,0.7941,-0.0707,0
63,AH,M,15.42,-1.228,1.1094,0
21,AH,F,16.17,1.4948,-1.4437,1
53,AH,M,16.08,0.929,-0.2052,0
38,AH,F,15.58,-0.1325,-1.4782,0
47,AH,M,15.58,-0.1325,-0.1899,1
20,AH,M,15.92,-1.228,0.087,0
19,AH,M,15.92,0.2289,-0.8064,0
85,AH,M,16,0.9031,0.5659,0
57,AH,F,15.75,-1.228,-0.5206,1
35,AH,M,16.17,1.2548,-0.6007,1
84,AH,F,16,-1.228,-1.2077,0
72,AH,F,16.17,-1.228,-0.8988,0
69,AH,F,15.5,0.8337,0.6078,0
24,AH,M,16,2.4157,-0.2453,1
73,AH,F,15.5,-0.267,-1.4716,0
53,AH,M,15.75,1.2536,-0.0458,0
33,AH,F,15.67,0.263,0.0651,1
86,AH,F,15.83,-1.228,-1.5019,0
72,AH,F,16.17,-1.228,1.3077,0
53,AH,F,15.83,-0.267,-0.3588,0
65,AH,F,16.08,-1.228,-1.4808,0
41,AH,M,15.92,1.0315,0.6882,0
29,AH,F,15.75,1.2083,1.1168,1
24,AH,F,15.42,1.6209,-1.0724,0
38,AH,M,15.83,1.6739,1.7549,0
57,AH,F,16,-0.391,-1.0321,0
89,AH,M,15.58,-1.228,-0.5112,0
52,AH,M,16,1.415,-0.5053,0
19,AH,F,16.08,1.7441,-0.6069,0
51,AH,F,15.33,-0.267,0.2844,0
73,AH,M,16.25,0.9959,-0.4938,0
19,AH,M,15.92,-1.228,-0.1191,0
71,AH,F,16.08,0.2988,-0.5365,0
50,AH,M,16.08,1.2095,1.9881,0
22,AH,F,15.42,1.1372,-0.922,0
44,AH,M,15.42,-0.5168,-0.16,1
41,AH,F,15.75,-0.1325,-0.7062,0
35,AH,M,16.25,0.3367,-0.5766,0
65,AH,M,16.08,-1.228,-0.8651,0
77,AH,M,16.08,-1.228,-0.6988,0
36,AH,M,16.17,2.2987,-0.8531,0
43,AH,F,16.25,2.1358,0.8723,0
38,AH,M,16,0.8561,0.4941,0
46,AH,M,15.42,-0.267,1.1049,0
65,AH,F,15.75,0.6017,0.8836,1
34,AH,M,15.58,3.6237,1.1419,1
20,AH,M,15.67,0.837,-1.564,1
71,AH,F,15.92,0.2538,0.3511,0
79,AH,M,16,0.5554,-1.1041,0
67,AH,M,16,-0.1325,0.1898,0
49,AH,F,16.17,-0.267,-0.7956,0
83,AH,M,15.92,-0.1325,-0.2922,0
50,AH,F,15.42,-0.1325,-0.7852,0
26,AH,M,15.58,0.9152,0.3209,1
27,AH,M,16.25,0.7179,-1.9845,0
32,AH,M,15.75,0.3631,-0.0137,0
60,AH,F,15.33,0.2289,0.331,0
45,AH,M,15.83,-1.228,0.6743,0
28,AH,M,15.42,-0.267,1.0799,0
80,AH,F,15.42,0.2988,0.6928,0
47,AH,M,15.67,1.8124,-0.7788,1
54,AH,F,15.42,1.3526,-0.5153,0
35,AH,F,15.42,0.7939,0.8137,1
29,AH,F,16,-1.228,-0.9069,0
23,AH,M,15.92,0.7179,-1.1769,0
58,AH,M,15.58,1.0822,0.178,1
53,AH,M,15.92,1.4645,-0.6101,0
58,AH,M,15.5,-0.1325,-1.3005,0
56,AH,F,15.33,1.573,0.3506,0
59,AH,M,15.5,0.2289,-1.071,0
31,AH,M,16,1.5773,0.8497,1
75,AH,F,15.58,0.6616,1.4673,0
26,AH,F,15.58,-0.1325,-1.3077,0
31,AH,F,16,-1.228,-0.9802,0
61,AH,F,16,1.03,0.1267,0
38,AH,M,15.42,-1.228,0.5036,0
50,AH,F,15.5,0.0959,-0.1939,1
33,AH,F,15.83,0.7296,0.0849,0
31,AH,M,16.25,1.0703,-1.5754,0
78,AH,M,16,-0.1325,-0.5021,0
35,AH,M,15.5,-0.1325,-2.6323,1
49,AH,M,16.25,1.3056,-0.7828,0
72,AH,F,15.92,0.2988,-0.4149,0
47,AH,F,15.75,-0.1325,1.0219,0
65,AH,M,16.25,1.242,0.9838,0
48,AH,M,16.17,-0.267,-0.2702,0
52,AH,M,15.75,-1.228,-0.3324,0
55,AH,F,16.08,0.3367,0.7079,0
70,AI,M,16.33,-0.267,0.2297,0
47,AI,F,16,-1.228,1.2938,1
62,AI,M,15.75,1.3081,-2.1301,0
36,AI,F,15.5,-1.228,-0.9139,0
65,AI,F,15.42,0.9615,-0.4258,0
82,AI,F,15.75,-0.2016,0.4418,0
79,AI,F,16,0.0959,0.8351,1
42,AI,M,15.67,-1.228,1.3339,0
67,AI,M,15.75,0.7296,-1.1808,0
58,AI,M,16.33,0.0536,0.0615,0
60,AI,M,15.58,0.3367,-2.1086,0
45,AI,M,16,1.2646,-0.5101,0
77,AI,M,16.33,-1.228,-1.1989,0
55,AI,M,15.58,1.195,0.9822,1
55,AI,M,16,-1.228,-0.4406,0
61,AI,F,15.58,-1.228,-0.0926,0
71,AI,F,15.75,-0.267,0.8514,1
73,AI,M,16.17,-1.228,-1.4718,0
57,AI,M,15.83,-1.228,-0.7195,0
76,AI,F,16.08,-1.228,-0.2478,0
72,AI,F,15.58,0.7179,0.8895,0
76,AI,M,16.08,-0.1325,-0.8798,0
47,AI,M,16.08,0.859,0.0652,0
59,AI,M,16,1.1951,1.047,1
80,AI,F,16.17,0.469,-0.3827,0
59,AI,F,15.5,-1.228,0.7981,0
60,AI,M,15.42,1.9043,-0.6763,0
41,AI,M,15.83,-0.1325,-0.8408,0
68,AI,M,15.67,0.4883,0.5239,0
64,AI,F,16.25,-1.228,0.0739,0
56,AI,F,15.42,0.6017,1.0635,1
72,AI,M,15.5,0.8814,1.1361,0
64,AI,M,16.17,-1.228,0.1344,0
76,AI,M,15.83,1.2147,1.3892,0
40,AI,M,15.42,0.7803,1.3002,0
75,AI,M,15.5,0.5238,0.7867,0
55,AI,F,16,0.797,1.061,0
70,AI,M,16.17,0.7179,0.6456,0
56,AI,M,15.58,1.4344,-0.2199,0
57,AI,M,15.5,0.6884,-1.2694,0
34,AI,M,15.67,0.7179,0.0032,0
70,AI,F,16.17,0.2988,0.5366,1
77,AI,M,15.58,-1.228,-1.0062,0
47,AI,F,15.92,1.2677,1.12,0
43,AJ,F,15.42,0.3447,-1.4528,0
35,AJ,F,16.08,1.545,-1.2352,1
47,AJ,M,15.75,0.2988,0.314,0
44,AJ,M,15.75,0.7179,-1.2836,0
61,AJ,M,15.5,2.6874,-1.2959,0
12,AJ,M,16.25,2.0516,-0.1847,1
33,AJ,M,16.17,0.2652,-0.7442,1
32,AJ,M,15.58,0.904,-0.9488,0
52,AJ,F,16.08,-1.228,-1.1668,0
43,AJ,F,15.58,-1.228,-0.6998,0
42,AJ,F,15.67,0.9244,-1.8464,0
54,AJ,M,15.83,-1.228,0.026,0
55,AJ,M,15.58,0.6364,0.0906,0
46,AJ,M,15.67,-1.228,-0.681,0
64,AJ,F,15.5,1.8849,-0.6894,0
51,AJ,M,15.83,1.5603,0.1089,0
67,AJ,M,15.92,0.9078,0.5774,0
56,AJ,F,15.67,1.3131,-1.2005,0
57,AJ,M,15.83,0.2289,-0.6784,0
49,AJ,M,16.17,1.4698,-1.6662,1
54,AJ,M,16,1.2677,0.0073,0
32,AJ,F,16.17,1.0058,0.0939,0
28,AJ,M,15.75,0.2988,-1.9425,0
31,AJ,M,15.5,0.6699,-0.7393,0
26,AJ,M,15.67,1.9238,-0.0498,0
35,AJ,M,15.92,3.7584,-1.3402,1
63,AJ,F,16,-1.228,-0.7793,0
42,AJ,M,15.92,1.2366,-0.2861,0
70,AJ,F,15.5,-1.228,-0.3415,0
14,AJ,F,15.75,1.2674,-0.8172,1
57,AJ,F,15.67,0.2988,-0.4208,1
35,AJ,M,15.92,-0.1325,0.3001,0
35,AJ,M,16.17,0.9474,-0.0656,0
74,AJ,M,16,-1.228,0.4225,1
35,AJ,M,15.67,1.3054,-0.694,0
40,AJ,F,16.25,-1.228,-0.5021,1
58,AJ,F,15.5,-0.391,-1.3987,0
20,AJ,M,16.25,1.9308,-0.3405,1
71,AJ,F,16.17,-1.228,-1.5171,0
66,AJ,F,15.67,0.9815,-0.0667,0
31,AJ,M,15.5,2.2606,0.1019,1
64,AJ,F,15.75,-0.0259,0.323,0
85,AJ,F,15.67,0.76,1.392,0
44,AJ,M,15.42,1.1638,-0.9654,1
51,AJ,M,16.17,1.1307,-2.3208,0
56,AJ,M,15.58,-1.228,1.4411,0
46,AJ,M,15.75,1.4941,-0.8924,0
60,AJ,F,16.17,-1.228,-0.509,1
22,AJ,F,15.42,0.5805,-0.4675,0
31,AJ,M,16.17,1.9046,-1.1732,1
65,AJ,M,15.5,-1.228,-1.2046,1
59,AJ,M,15.5,-1.228,0.1696,0
62,AJ,F,16.25,0.6302,0.9028,0
38,AJ,M,15.5,0.3314,0.2542,1
42,AJ,M,15.5,0.7767,0.7516,1
39,AJ,M,15.5,1.34,-1.8082,0
53,AJ,M,15.92,1.1008,0.0168,0
31,AJ,F,16,2.3839,-1.0919,1
28,AJ,M,15.75,-1.228,0.7564,0
51,AJ,M,15.75,0.379,-1.5981,0
23,AJ,M,16.08,-1.228,0.3702,0
64,AJ,F,16.25,0.7731,-0.3039,0
51,AJ,F,15.42,-0.391,-1.2518,0
77,AJ,M,15.67,0.5026,0.7951,0
40,AJ,M,16.25,1.2865,-0.2041,1
7,AJ,F,16.17,1.1429,-1.9205,0
73,AJ,M,15.5,0.8222,-1.0976,0
40,AJ,F,15.33,-1.228,-1.5503,0
45,AJ,M,16.25,-1.228,-0.0558,0
74,AJ,M,16.25,-0.1325,0.2634,0
50,AJ,M,15.58,1.5144,-1.3025,0
39,AJ,F,16.17,0.7332,-0.843,0
42,AJ,M,15.92,2.3347,0.0562,0
46,AJ,M,15.75,0.2289,-0.8553,0
22,AJ,M,15.58,0.379,-1.6157,0
62,AJ,F,15.75,0.0959,1.2229,0
51,AJ,F,15.67,0.7296,0.2152,1
78,AJ,M,15.67,1.2953,-0.6332,1
15,AJ,M,15.83,1.7112,-0.9122,0
45,AJ,F,15.42,0.8205,-0.6764,1
40,AJ,F,15.92,2.5104,-0.9884,0
49,AJ,F,15.67,-1.228,-0.526,0
68,AJ,M,15.75,-1.228,0.0478,0
25,AJ,M,16,0.5229,-0.9999,0
71,AJ,M,15.75,1.3603,-0.7388,0
37,AJ,M,16.08,2.1259,-0.5489,1
28,AJ,M,15.58,1.8348,-0.8089,1
42,AJ,M,15.75,-1.228,-0.6443,0
41,AK,M,15.58,1.4432,0.5193,0
62,AK,F,16.17,0.5381,-1.3099,0
77,AK,M,15.67,0.2988,-0.2684,0
48,AK,M,16,1.2695,-0.5323,0
61,AK,M,16.25,1.582,0.0507,0
28,AK,F,15.5,-1.228,-2.3466,0
92,AK,M,16.25,1.0986,-0.682,0
41,AK,M,15.42,1.3025,-1.8912,0
76,AK,F,15.92,0.2988,-1.4103,0
48,AK,M,15.33,-1.228,0.4203,0
31,AK,M,15.5,1.7386,0.1167,0
21,AK,M,16.17,-0.1325,-1.2549,0
32,AK,F,15.42,1.3254,0.0403,0
38,AK,M,15.58,-1.228,0.7383,1
57,AK,M,15.92,0.5402,-1.0532,1
67,AK,M,15.92,1.242,-0.9147,1
62,AK,F,15.83,0.263,1.5005,0
48,AK,F,15.42,0.5504,-1.7619,1
29,AK,M,15.83,1.002,-0.7473,0
58,AK,F,16.17,-0.267,-0.9574,0
55,AK,M,15.83,1.0135,-1.8987,0
58,AK,M,15.67,-1.228,-0.7166,0
53,AK,M,16.08,-0.391,0.8302,1
42,AK,F,15.75,0.2988,-0.9406,0
48,AK,M,15.83,-1.228,0.9588,0
44,AK,M,16.17,0.9902,-1.2825,1
22,AK,M,15.5,0.263,-0.5169,1
35,AK,F,16.08,0.7824,-1.6147,1
60,AK,M,15.5,1.7274,-1.3024,0
53,AK,F,15.75,-0.267,-1.3559,0
25,AK,F,15.92,-1.228,-1.4441,0
28,AK,F,16.08,-0.1325,0.1318,0
31,AK,M,15.75,1.9633,-1.5588,1
39,AK,F,15.33,0.2988,-0.0333,0
64,AK,F,15.67,0.7296,-0.6777,1
45,AK,F,15.5,-0.267,-1.5651,0
62,AK,M,15.33,-0.1325,-1.2761,0
55,AK,F,15.58,0.6738,-0.8535,0
30,AK,M,15.42,-1.228,-1.7993,0
51,AK,F,15.67,1.2893,-0.215,1
54,AK,F,15.5,0.5504,-0.2782,0
26,AK,F,15.5,0.8812,-0.7343,0
37,AK,M,15.67,1.2766,-1.0207,1
70,AK,M,15.42,-0.1325,0.7958,0
57,AK,M,15.75,0.6132,-0.967,0
78,AK,F,15.33,-1.228,0.3735,0
36,AK,F,16.08,-1.228,-1.5447,0
79,AK,M,15.67,-1.228,-0.8352,0
52,AK,M,16.08,0.6364,-2.4457,0
46,AK,F,15.5,0.9521,-0.8148,0
71,AK,M,15.75,0.3447,-0.6596,0
54,AK,F,16,1.2956,-1.1156,1
46,AK,M,15.42,0.6364,-2.194,0
39,AK,M,15.67,0.9244,-2.8986,1
34,AK,F,16,0.9477,-2.9205,0
29,AK,M,15.92,1.0373000000000001,-1.5481,0
46,AK,F,15.92,-1.228,0.0288,0
38,AK,F,15.42,0.7803,-0.1571,0
34,AK,F,15.75,-1.228,-1.4251,0
59,AK,M,15.42,2.0067,-0.5753,1
59,AL,F,16.25,-1.228,1.251,0
36,AM,M,16.25,0.3748,-3.279,1
67,AM,F,15.42,-1.228,-0.9522,0
26,AM,M,15.92,0.638,-2.4681,0
22,AM,F,15.67,0.9521,-0.9573,0
55,AM,M,16,1.9871,-1.6209,0
96,AM,M,15.58,-1.228,-0.3165,0
31,AM,F,15.42,0.7179,-2.4029,0
52,AM,F,15.42,-0.1325,-2.6561,0
32,AM,M,15.58,1.9819,-0.598,1
38,AM,M,16,1.2413,-1.2429,0
19,AM,F,15.92,0.7179,-2.8074,0
31,AM,F,15.42,0.8902,-2.3399,0
40,AM,M,15.67,0.2121,-1.6935,0
64,AM,F,15.92,-1.228,-1.4908,0
22,AM,M,16.25,-1.228,-1.5543,1
33,AM,M,16.17,2.2959,-0.2783,0
35,AM,F,15.33,0.496,-1.4398,0
29,AM,M,16.08,2.3183,-0.5752,0
52,AM,F,15.33,-0.267,-0.1208,0
64,AM,M,15.75,-0.1325,-2.2224,0
21,AM,F,15.83,1.3977,-1.9364,1
56,AM,F,16.08,-1.228,-0.6634,0
50,AM,M,16.17,1.9687,-1.6618,0
56,AM,F,15.75,1.1666,-2.0463,0
32,AM,M,16.17,-1.228,-1.5778,1
35,AM,M,15.58,-1.228,-1.1198,0
29,AM,M,16.25,1.9338,-1.2245,0
22,AM,M,15.67,1.3517,-0.6617,1
40,AM,F,15.42,1.6407,-1.1894,1
41,AM,F,15.42,-1.228,-2.2166,0
42,AM,M,16.25,1.8339,-2.1021,0
31,AM,M,16.17,-1.228,-1.6085,0
7,AM,F,16.17,1.9493,-2.5255,0
40,AM,M,16.25,-0.1325,-0.8786,0
4,AM,M,15.83,1.7433,-0.9577,0
26,AM,M,15.83,0.7311,-0.758,0
46,AM,M,15.92,-0.1325,-1.9275,0
27,AM,M,15.58,-1.228,-0.8428,0
19,AM,F,16.08,-0.267,-0.9677,0
22,AM,M,15.58,1.2095,-1.4752,0
50,AM,F,16.17,-1.228,-1.5691,0
21,AM,F,15.42,1.7884,-0.3624,0
24,AM,F,15.67,-1.228,-3.038,0
38,AM,M,15.33,2.0475,0.1202,1
32,AM,M,15.5,0.7964,-1.6328,1
42,AM,M,15.58,1.4274,-1.1581,0
20,AM,F,15.75,1.4747,-1.0065,0
31,AM,F,15.92,-1.228,-2.4918,0
45,AM,M,15.42,0.9248,-2.2171,1
33,AM,F,15.75,0.8334,-1.9963,0
42,AM,M,15.33,1.2956,-0.523,0
61,AM,M,15.92,-1.228,-1.3678,0
58,AM,M,15.83,1.895,-1.9972,1
34,AM,M,15.58,1.8092,-0.0836,0
35,AM,M,16.08,0.7179,-1.6797,1
41,AM,M,15.33,1.3054,-1.602,0
51,AM,M,15.92,-1.228,-1.3832,0
18,AM,M,16.25,-0.0584,-0.9496,0
46,AM,F,15.33,-1.228,-1.7964,0
19,AM,M,15.75,3.0066,-2.0008,0
38,AM,M,15.92,0.8902,-1.437,0
61,AM,M,15.75,-1.228,-1.0024,0
38,AM,F,15.75,-0.1325,-1.4871,1
58,AM,F,15.5,-1.228,-2.2132,0
22,AM,F,15.67,2.1274,-1.6014,0
22,AM,F,15.75,0.7179,-1.0738,0
20,AM,M,15.75,1.6138,-1.4466,0
35,AM,M,16,-1.228,-0.9409,0
16,AM,M,15.42,1.911,-1.0896,0
42,AM,F,15.67,0.6364,-0.6245,0
27,AM,F,15.42,0.6364,-0.7812,1
40,AM,M,15.5,-1.228,-0.8321,0
29,AM,F,16,1.9181,-0.9045,0
55,AM,F,15.33,0.7179,-0.3648,0
39,AM,M,16.17,-1.228,-1.2616,0
41,AM,M,15.92,-1.228,-0.8231,0
35,AM,M,16,0.6132,-2.9399,1
61,AM,M,15.83,0.9271,-0.8746,0
